"","Year","CountryName","TotalAdj","predicted","residuals","Gold","Silver","Bronze","locCity"
"5458",2002,"Lebanon",0,0,-0.448729061374768,0,0,0,"Salt Lake City"
"5672",2006,"Lebanon",0,0,-0.1355397003404,0,0,0,"Torino"
"5886",2010,"Lebanon",0,0,-0.0884348418962057,0,0,0,"Vancouver"
"6100",2014,"Lebanon",0,0,-0.486193705612101,0,0,0,"Sochi"
"5035",1994,"Lithuania",0,0,0.318100988272405,0,0,0,"Lillehammer"
"5249",1998,"Lithuania",0,0,-0.125408863286034,0,0,0,"Nagano"
"5463",2002,"Lithuania",0,0,-0.331110965818261,0,0,0,"Salt Lake City"
"5677",2006,"Lithuania",0,0,-0.286518629926838,0,0,0,"Torino"
"5891",2010,"Lithuania",0,0,-0.131283936881215,0,0,0,"Vancouver"
"6105",2014,"Lithuania",0,1,-0.529042800597111,0,0,0,"Sochi"
"4822",1992,"Luxembourg",2,1,0.779488012931232,0,2,0,"Albertville"
"5036",1994,"Luxembourg",0,2,-2.26739668089121,0,0,0,"Lillehammer"
"5250",1998,"Luxembourg",0,1,-0.735844014119419,0,0,0,"Nagano"
"5678",2006,"Luxembourg",0,1,-0.790890348167979,0,0,0,"Torino"
"6106",2014,"Luxembourg",0,1,-1.01732997034989,0,0,0,"Sochi"
"5466",2002,"Macedonia, FYR",0,0,0.0979084259970566,0,0,0,"Salt Lake City"
"5680",2006,"Macedonia, FYR",0,0,0.229919265653118,0,0,0,"Torino"
"5894",2010,"Macedonia, FYR",0,0,0.326098174288641,0,0,0,"Vancouver"
"6108",2014,"Macedonia, FYR",0,0,-0.0716606894272541,0,0,0,"Sochi"
"4620",1988,"Mexico",0,0,-0.479104980241567,0,0,0,"Calgary"
"4834",1992,"Mexico",0,1,-1.46936805373727,0,0,0,"Albertville"
"5048",1994,"Mexico",0,1,-0.807000468251103,0,0,0,"Lillehammer"
"5476",2002,"Mexico",0,1,-1.27436805889251,0,0,0,"Salt Lake City"
"5904",2010,"Mexico",0,1,-0.804023998808031,0,0,0,"Vancouver"
"6118",2014,"Mexico",0,1,-1.20178286252393,0,0,0,"Sochi"
"5264",1998,"Moldova",0,0,0.646682386506982,0,0,0,"Nagano"
"5478",2002,"Moldova",0,0,0.529868395656363,0,0,0,"Salt Lake City"
"5692",2006,"Moldova",0,0,0.590556819739571,0,0,0,"Torino"
"5906",2010,"Moldova",0,0,0.61291992090187,0,0,0,"Vancouver"
"6120",2014,"Moldova",0,0,0.215161057185975,0,0,0,"Sochi"
"4410",1984,"Mongolia",0,0,0.943633404039907,0,0,0,"Sarajevo"
"4624",1988,"Mongolia",0,0,0.447621254407272,0,0,0,"Calgary"
"4838",1992,"Mongolia",0,0,0.0819090117527274,0,0,0,"Albertville"
"5052",1994,"Mongolia",0,0,1.0331681501979,0,0,0,"Lillehammer"
"5266",1998,"Mongolia",0,0,0.71523361160613,0,0,0,"Nagano"
"5480",2002,"Mongolia",0,0,0.525845303971871,0,0,0,"Salt Lake City"
"5694",2006,"Mongolia",0,0,0.527239051452255,0,0,0,"Torino"
"5908",2010,"Mongolia",0,0,0.536513562274423,0,0,0,"Vancouver"
"6122",2014,"Mongolia",0,0,0.138754698558527,0,0,0,"Sochi"
"6123",2014,"Montenegro",0,0,0.0275988887621943,0,0,0,"Sochi"
"4412",1984,"Morocco",0,0,0.681705208039808,0,0,0,"Sarajevo"
"4626",1988,"Morocco",0,0,0.128986108029372,0,0,0,"Calgary"
"4840",1992,"Morocco",0,1,-0.688642122811978,0,0,0,"Albertville"
"5910",2010,"Morocco",0,0,-0.0750438956508184,0,0,0,"Vancouver"
"6124",2014,"Morocco",0,0,-0.472802759366714,0,0,0,"Sochi"
"5700",2006,"Nepal",0,0,0.567811173142452,0,0,0,"Torino"
"5914",2010,"Nepal",0,0,0.585029248426992,0,0,0,"Vancouver"
"6128",2014,"Nepal",0,0,0.187270384711097,0,0,0,"Sochi"
"3347",1964,"Netherlands",2,3,-1.01408096165429,1,1,0,"Innsbruck"
"3561",1968,"Netherlands",9,3,6.46826413552866,3,3,3,"Grenoble"
"3775",1972,"Netherlands",9,8,1.0577671059752,4,3,2,"Sapporo"
"3989",1976,"Netherlands",6,8,-2.31106657487483,1,2,3,"Innsbruck"
"4203",1980,"Netherlands",4,6,-2.31691958665706,1,2,1,"Lake Placid"
"4417",1984,"Netherlands",0,4,-3.94361489814555,0,0,0,"Sarajevo"
"4631",1988,"Netherlands",7,1,6.08876736361538,3,2,2,"Calgary"
"4845",1992,"Netherlands",4,8,-4.09396300171056,1,1,2,"Albertville"
"5059",1994,"Netherlands",4,5,-0.590228547850029,0,1,3,"Lillehammer"
"5273",1998,"Netherlands",11,5,6.112631237132,5,4,2,"Nagano"
"5487",2002,"Netherlands",8,11,-3.35090888735552,3,5,0,"Salt Lake City"
"5701",2006,"Netherlands",9,8,0.536903314277642,3,2,4,"Torino"
"5915",2010,"Netherlands",8,9,-1.17962857847472,4,1,3,"Vancouver"
"6129",2014,"Netherlands",24,9,15.326249822348,8,7,9,"Sochi"
"3563",1968,"New Zealand",0,0,-0.340448690644477,0,0,0,"Grenoble"
"3777",1972,"New Zealand",0,0,0.57253523781752,0,0,0,"Sapporo"
"3991",1976,"New Zealand",0,0,0.346109645057823,0,0,0,"Innsbruck"
"4205",1980,"New Zealand",0,0,-0.356614071033503,0,0,0,"Lake Placid"
"4419",1984,"New Zealand",0,0,0.120045088022813,0,0,0,"Sarajevo"
"4633",1988,"New Zealand",0,1,-0.517999398101231,0,0,0,"Calgary"
"4847",1992,"New Zealand",1,1,-0.204124471352059,0,1,0,"Albertville"
"5061",1994,"New Zealand",0,1,-1.40861019431207,0,0,0,"Lillehammer"
"5275",1998,"New Zealand",0,1,-0.74788392460732,0,0,0,"Nagano"
"5489",2002,"New Zealand",0,1,-0.919603200946272,0,0,0,"Salt Lake City"
"5703",2006,"New Zealand",0,1,-0.764682611650242,0,0,0,"Torino"
"5917",2010,"New Zealand",0,1,-0.624760558871546,0,0,0,"Vancouver"
"6131",2014,"New Zealand",0,1,-1.02251942258744,0,0,0,"Sochi"
"3354",1964,"Norway",15,6,8.5325559943167,3,6,6,"Innsbruck"
"3568",1968,"Norway",14,14,-0.102044887205299,6,6,2,"Grenoble"
"3782",1972,"Norway",12,12,-0.257677474171041,2,5,5,"Sapporo"
"3996",1976,"Norway",7,11,-3.83480521266305,3,3,1,"Innsbruck"
"4210",1980,"Norway",10,7,2.96359495565918,1,3,6,"Lake Placid"
"4424",1984,"Norway",9,9,-0.286938578902491,3,2,4,"Sarajevo"
"4638",1988,"Norway",5,9,-3.92464684311391,0,3,2,"Calgary"
"4852",1992,"Norway",20,6,13.8616496542837,9,6,5,"Albertville"
"5066",1994,"Norway",26,19,7.12891131743676,10,11,5,"Lillehammer"
"5280",1998,"Norway",25,25,0.387399959411939,10,10,5,"Nagano"
"5494",2002,"Norway",25,24,1.09045006160104,13,5,7,"Salt Lake City"
"5708",2006,"Norway",19,24,-4.78370379201837,2,8,9,"Torino"
"5922",2010,"Norway",23,18,4.7977666676084,9,8,6,"Vancouver"
"6136",2014,"Norway",26,22,3.78545874573796,11,5,10,"Sochi"
"6138",2014,"Pakistan",0,0,-0.42356994715495,0,0,0,"Sochi"
"6143",2014,"Peru",0,1,-0.706966845691897,0,0,0,"Sochi"
"4646",1988,"Philippines",0,0,0.0850340206782107,0,0,0,"Calgary"
"4860",1992,"Philippines",0,1,-0.762663091251598,0,0,0,"Albertville"
"6144",2014,"Philippines",0,1,-0.585122840271053,0,0,0,"Sochi"
"4647",1988,"Poland",0,0,-0.234813756597453,0,0,0,"Calgary"
"4861",1992,"Poland",0,1,-1.08163915002349,0,0,0,"Albertville"
"5075",1994,"Poland",0,0,-0.337059044413474,0,0,0,"Lillehammer"
"5289",1998,"Poland",0,1,-0.768894193091783,0,0,0,"Nagano"
"5503",2002,"Poland",2,1,1.06478816788784,0,1,1,"Salt Lake City"
"5717",2006,"Poland",2,3,-0.611167961264282,0,1,1,"Torino"
"5931",2010,"Poland",6,3,3.49830837179657,1,3,2,"Vancouver"
"6145",2014,"Poland",6,7,-0.513999550073878,4,1,1,"Sochi"
"5076",1994,"Portugal",0,1,-0.549081256754127,0,0,0,"Lillehammer"
"5290",1998,"Portugal",0,1,-0.88189220063145,0,0,0,"Nagano"
"5718",2006,"Portugal",0,1,-0.832585542894812,0,0,0,"Torino"
"5932",2010,"Portugal",0,1,-0.643322322975165,0,0,0,"Vancouver"
"6146",2014,"Portugal",0,1,-1.04108118669106,0,0,0,"Sochi"
"4649",1988,"Puerto Rico",0,0,-0.293921274877875,0,0,0,"Calgary"
"4863",1992,"Puerto Rico",0,1,-1.13208815862436,0,0,0,"Albertville"
"5077",1994,"Puerto Rico",0,0,-0.375337168701282,0,0,0,"Lillehammer"
"5291",1998,"Puerto Rico",0,1,-0.738504669961257,0,0,0,"Nagano"
"5505",2002,"Puerto Rico",0,1,-0.95812535611741,0,0,0,"Salt Lake City"
"5294",1998,"Russian Federation",18,21,-3.48321296502709,9,6,3,"Nagano"
"5508",2002,"Russian Federation",13,17,-4.1732667020175,5,4,4,"Salt Lake City"
"5722",2006,"Russian Federation",22,13,9.27041608413007,8,6,8,"Torino"
"5936",2010,"Russian Federation",15,21,-5.79846475653183,3,5,7,"Vancouver"
"6150",2014,"Russian Federation",33,15,18.1292372315227,13,11,9,"Sochi"
"4872",1992,"Senegal",0,0,-0.285674625727528,0,0,0,"Albertville"
"5086",1994,"Senegal",0,0,0.707151802347558,0,0,0,"Lillehammer"
"5728",2006,"Senegal",0,0,0.406509229256916,0,0,0,"Torino"
"5942",2010,"Senegal",0,0,0.534495269343587,0,0,0,"Vancouver"
"6157",2014,"Serbia",0,0,-0.388349121648289,0,0,0,"Sochi"
"5306",1998,"Slovak Republic",0,0,-0.428294889503927,0,0,0,"Nagano"
"5520",2002,"Slovak Republic",0,1,-0.605519126810156,0,0,0,"Salt Lake City"
"5734",2006,"Slovak Republic",1,1,0.469142521461345,0,1,0,"Torino"
"5948",2010,"Slovak Republic",3,1,1.71020258807815,1,1,1,"Vancouver"
"6162",2014,"Slovak Republic",1,3,-2.49483080471502,1,0,0,"Sochi"
"5093",1994,"Slovenia",3,0,2.91585370646987,0,0,3,"Lillehammer"
"5307",1998,"Slovenia",0,3,-3.20688024018304,0,0,0,"Nagano"
"5521",2002,"Slovenia",1,1,0.370681317774238,0,0,1,"Salt Lake City"
"5735",2006,"Slovenia",0,1,-1.39053416094246,0,0,0,"Torino"
"5949",2010,"Slovenia",3,0,2.67885200706332,0,2,1,"Vancouver"
"6163",2014,"Slovenia",8,3,4.57018134973152,2,2,4,"Sochi"
"5096",1994,"South Africa",0,0,-0.427931020849057,0,0,0,"Lillehammer"
"5310",1998,"South Africa",0,1,-0.6533762576142,0,0,0,"Nagano"
"5524",2002,"South Africa",0,1,-0.672359124819223,0,0,0,"Salt Lake City"
"5738",2006,"South Africa",0,1,-0.655009765370249,0,0,0,"Torino"
"5952",2010,"South Africa",0,1,-0.541991520366494,0,0,0,"Vancouver"
"3386",1964,"Spain",0,1,-1.08136616989446,0,0,0,"Innsbruck"
"3600",1968,"Spain",0,1,-0.595920049001928,0,0,0,"Grenoble"
"3814",1972,"Spain",1,0,1.3176145760769,1,0,0,"Sapporo"
"4028",1976,"Spain",0,1,-0.955087114603094,0,0,0,"Innsbruck"
"4242",1980,"Spain",0,1,-0.803106547992443,0,0,0,"Lake Placid"
"4456",1984,"Spain",0,0,-0.237570089763809,0,0,0,"Sarajevo"
"4670",1988,"Spain",0,1,-0.894796451129904,0,0,0,"Calgary"
"4884",1992,"Spain",1,2,-0.83161841067497,0,0,1,"Albertville"
"5098",1994,"Spain",0,2,-1.85747132189825,0,0,0,"Lillehammer"
"5312",1998,"Spain",0,1,-1.25967114892723,0,0,0,"Nagano"
"5526",2002,"Spain",0,1,-1.41520682083769,0,0,0,"Salt Lake City"
"5740",2006,"Spain",0,1,-1.28874166994864,0,0,0,"Torino"
"5954",2010,"Spain",0,1,-1.08725215214618,0,0,0,"Vancouver"
"6168",2014,"Spain",0,1,-1.48501101586208,0,0,0,"Sochi"
"3395",1964,"Sweden",7,8,-0.666419009000707,3,3,1,"Innsbruck"
"3609",1968,"Sweden",8,7,0.843147419915925,3,2,3,"Grenoble"
"3823",1972,"Sweden",4,7,-3.09597472081435,1,1,2,"Sapporo"
"4037",1976,"Sweden",2,4,-1.81862971570505,0,0,2,"Innsbruck"
"4251",1980,"Sweden",4,3,1.3154698930732,3,0,1,"Lake Placid"
"4465",1984,"Sweden",8,4,4.05480323718766,4,2,2,"Sarajevo"
"4679",1988,"Sweden",6,8,-2.16016343348324,4,0,2,"Calgary"
"4893",1992,"Sweden",4,7,-3.20686807620878,1,0,3,"Albertville"
"5107",1994,"Sweden",3,5,-1.50383313610041,2,1,0,"Lillehammer"
"5321",1998,"Sweden",3,4,-0.908105437296039,0,2,1,"Nagano"
"5535",2002,"Sweden",7,4,2.98945120456216,0,2,5,"Salt Lake City"
"5749",2006,"Sweden",14,7,6.54203561780846,7,2,5,"Torino"
"5963",2010,"Sweden",11,14,-2.60050944233811,5,2,4,"Vancouver"
"6177",2014,"Sweden",15,11,3.71264348756191,2,7,6,"Sochi"
"3396",1964,"Switzerland",0,3,-3.0497701625225,0,0,0,"Innsbruck"
"3610",1968,"Switzerland",6,1,5.29074190267917,0,2,4,"Grenoble"
"4252",1980,"Switzerland",5,5,-0.374464892106382,1,1,3,"Lake Placid"
"4466",1984,"Switzerland",5,5,0.115338350678076,2,2,1,"Sarajevo"
"4680",1988,"Switzerland",15,5,9.50183386732035,5,5,5,"Calgary"
"4894",1992,"Switzerland",3,15,-12.3634417284181,1,0,2,"Albertville"
"5108",1994,"Switzerland",9,4,5.26173849681519,3,4,2,"Lillehammer"
"5322",1998,"Switzerland",7,9,-2.40674325650336,2,2,3,"Nagano"
"5536",2002,"Switzerland",11,8,3.28421683018198,3,2,6,"Salt Lake City"
"5750",2006,"Switzerland",14,11,2.88549359331906,5,4,5,"Torino"
"5964",2010,"Switzerland",9,14,-4.70325311923575,6,0,3,"Vancouver"
"6178",2014,"Switzerland",11,10,1.41717433974154,6,3,2,"Sochi"
"5752",2006,"Tajikistan",0,0,0.787705458984292,0,0,0,"Torino"
"5966",2010,"Tajikistan",0,0,0.766235777846264,0,0,0,"Vancouver"
"6180",2014,"Tajikistan",0,0,0.368476914130369,0,0,0,"Sochi"
"5754",2006,"Thailand",0,1,-0.502987665857748,0,0,0,"Torino"
"6182",2014,"Thailand",0,1,-0.835167689291266,0,0,0,"Sochi"
"5330",1998,"Trinidad and Tobago",0,0,-0.0700945762807607,0,0,0,"Nagano"
"5544",2002,"Trinidad and Tobago",0,0,-0.336652195653263,0,0,0,"Salt Lake City"
"3406",1964,"Turkey",0,1,-0.831637407187814,0,0,0,"Innsbruck"
"3620",1968,"Turkey",0,0,-0.361802957573258,0,0,0,"Grenoble"
"4048",1976,"Turkey",0,0,0.290603005309897,0,0,0,"Innsbruck"
"4476",1984,"Turkey",0,0,0.212793391213212,0,0,0,"Sarajevo"
"4690",1988,"Turkey",0,0,-0.285727037048166,0,0,0,"Calgary"
"4904",1992,"Turkey",0,1,-1.22867481064874,0,0,0,"Albertville"
"5118",1994,"Turkey",0,0,-0.336744691178499,0,0,0,"Lillehammer"
"5332",1998,"Turkey",0,1,-0.859543219793548,0,0,0,"Nagano"
"5546",2002,"Turkey",0,1,-0.900116097699176,0,0,0,"Salt Lake City"
"5760",2006,"Turkey",0,1,-0.87012709782014,0,0,0,"Torino"
"5974",2010,"Turkey",0,1,-0.752261764682191,0,0,0,"Vancouver"
"6188",2014,"Turkey",0,1,-1.15002062839809,0,0,0,"Sochi"
"5337",1998,"Ukraine",1,2,-0.963484949953433,0,1,0,"Nagano"
"5551",2002,"Ukraine",0,1,-1.18191558903614,0,0,0,"Salt Lake City"
"5765",2006,"Ukraine",2,0,1.69342423605704,0,0,2,"Torino"
"5979",2010,"Ukraine",0,2,-1.97544706559952,0,0,0,"Vancouver"
"6193",2014,"Ukraine",2,1,1.43406859976186,1,0,1,"Sochi"
"3413",1964,"United Kingdom",1,2,-0.569310295728561,1,0,0,"Innsbruck"
"3627",1968,"United Kingdom",0,2,-1.88292414676555,0,0,0,"Grenoble"
"3841",1972,"United Kingdom",0,0,-0.00544248470241047,0,0,0,"Sapporo"
"4055",1976,"United Kingdom",1,0,0.760979175370227,1,0,0,"Innsbruck"
"4269",1980,"United Kingdom",1,2,-0.978957256051869,1,0,0,"Lake Placid"
"4483",1984,"United Kingdom",1,1,-0.45339225879329,1,0,0,"Sarajevo"
"4697",1988,"United Kingdom",0,2,-2.06351802747152,0,0,0,"Calgary"
"4911",1992,"United Kingdom",0,2,-1.99476163391903,0,0,0,"Albertville"
"5125",1994,"United Kingdom",2,1,0.823450163982948,0,0,2,"Lillehammer"
"5339",1998,"United Kingdom",1,3,-2.35323208705308,0,0,1,"Nagano"
"5553",2002,"United Kingdom",2,3,-0.593661339865832,1,0,1,"Salt Lake City"
"5767",2006,"United Kingdom",1,3,-2.31456776832091,0,1,0,"Torino"
"5981",2010,"United Kingdom",1,2,-1.13690322124861,1,0,0,"Vancouver"
"6195",2014,"United Kingdom",4,3,1.4653379150355,1,1,2,"Sochi"
"3414",1964,"United States",7,11,-4.14646276071115,1,2,4,"Innsbruck"
"3628",1968,"United States",7,8,-0.921741289974313,1,5,1,"Grenoble"
"3842",1972,"United States",8,7,1.09142755992065,3,2,3,"Sapporo"
"4056",1976,"United States",10,8,1.94317116990935,3,3,4,"Innsbruck"
"4270",1980,"United States",12,11,1.48516127840288,6,4,2,"Lake Placid"
"4484",1984,"United States",8,12,-4.01118957257707,4,4,0,"Sarajevo"
"4698",1988,"United States",6,9,-2.84243627489264,2,1,3,"Calgary"
"4912",1992,"United States",11,8,3.15388622648381,5,4,2,"Albertville"
"5126",1994,"United States",13,12,1.40390766741585,6,5,2,"Lillehammer"
"5340",1998,"United States",13,14,-0.727955103067684,6,3,4,"Nagano"
"5554",2002,"United States",34,14,20.0946638850136,10,13,11,"Salt Lake City"
"5768",2006,"United States",25,33,-7.61899000279034,9,9,7,"Torino"
"5982",2010,"United States",37,24,12.726004188358,9,15,13,"Vancouver"
"6196",2014,"United States",28,36,-7.51540184982156,9,7,12,"Sochi"
"5342",1998,"Uzbekistan",0,1,-0.787420060319092,0,0,0,"Nagano"
"5556",2002,"Uzbekistan",0,0,0.189223887425168,0,0,0,"Salt Lake City"
"5770",2006,"Uzbekistan",0,0,0.321964713086984,0,0,0,"Torino"
"5984",2010,"Uzbekistan",0,0,0.238787639764082,0,0,0,"Vancouver"
"6198",2014,"Uzbekistan",0,0,-0.158971223951813,0,0,0,"Sochi"
"5558",2002,"Venezuela, RB",0,1,-0.710092823183624,0,0,0,"Salt Lake City"
"5772",2006,"Venezuela, RB",0,1,-0.619324853430483,0,0,0,"Torino"
"6200",2014,"Venezuela, RB",0,1,-1.07286374472094,0,0,0,"Sochi"
"4918",1992,"Virgin Islands (U.S.)",0,1,-0.603708478685614,0,0,0,"Albertville"
