"","Year","YearCode","CountryName","CountryCode","GDP","Pop","olympiccountry","GameType","Yearextra","locCity","locCountry","Rank","Gold","Silver","Bronze","Total","Participant","ParticMedalCheck","TotalAdj","AvgAnnualTemp","NumEvents","NumMedals","logPop","logGDP","logGDPperCap","TotalAdjLagBy1","predicted","residuals"
"5605",2006,"YR2006","China","CHN",2712950886698,1311020000,"China","Winter",2006,"Torino","Italy",11,2,4,5,11,1,0,11,6.325663982,15,252,20.9940712971417,28.629058046492,7.63498674935024,8,8,2.7530603295286
"5819",2010,"YR2010","China","CHN",5930529470799,1337705000,"China","Winter",2010,"Vancouver","Canada",9,5,2,4,11,1,0,11,6.325663982,15,258,21.0142212960177,29.411134611765,8.39691331574733,11,11,-0.0333644930981458
"4326",1984,"YR1984","Costa Rica","CRI",4593908762,2625561,"Costa Rica","Winter",1984,"Sarajevo","Yugoslavia",0,0,0,0,0,1,0,0,23.85092872,10,57,14.7808051454599,22.2479970807636,7.46719193530367,0,0,0.688190258267666
"4540",1988,"YR1988","Costa Rica","CRI",6063759371,2924348,"Costa Rica","Winter",1988,"Calgary","Canada",0,0,0,0,0,1,0,0,23.85092872,13,70,14.888582107818,22.5255958029358,7.63701369511787,0,0,0.244575435680496
"4754",1992,"YR1992","Costa Rica","CRI",8573611050,3233568,"Costa Rica","Winter",1992,"Albertville","France",0,0,0,0,0,1,0,0,23.85092872,14,145,14.9890967294915,22.8719548402024,7.88285811071091,0,1,-0.604953000437446
"5396",2002,"YR2002","Costa Rica","CRI",16844378578,4093840,"Costa Rica","Winter",2002,"Salt Lake City","United States",0,0,0,0,0,1,0,0,23.85092872,15,234,15.2249939628569,23.5472828225338,8.32228885967691,0,0,-0.361392312253088
"5610",2006,"YR2006","Costa Rica","CRI",22526464409,4392493,"Costa Rica","Winter",2006,"Torino","Italy",0,0,0,0,0,1,0,0,23.85092872,15,252,15.2954075054166,23.8379566509358,8.54254914551918,0,0,-0.118003965937644
"4970",1994,"YR1994","Croatia","HRV",14578386962,4650000,"Croatia","Winter",1994,"Lillehammer","Norway",0,0,0,0,0,1,0,0,10.47091069,12,183,15.3523777775635,23.4028059237989,8.05042814623535,0,0,0.0671305104120076
"5184",1998,"YR1998","Croatia","HRV",25106400616,4501000,"Croatia","Winter",1998,"Nagano","Japan",0,0,0,0,0,1,0,0,10.47091069,14,205,15.3198101522751,23.9463886551975,8.62657850292244,0,0,-0.389304688259455
"5398",2002,"YR2002","Croatia","HRV",26524896398,4440000,"Croatia","Winter",2002,"Salt Lake City","United States",14,3,1,0,4,1,0,4,10.47091069,15,234,15.3061649344084,24.0013496156141,8.69518468120573,0,1,3.47909556797064
"5612",2006,"YR2006","Croatia","HRV",49855078905,4440000,"Croatia","Winter",2006,"Torino","Italy",17,1,2,0,3,1,0,3,10.47091069,15,252,15.3061649344084,24.6323862119157,9.32622127750731,4,4,-1.05553104373045
"5826",2010,"YR2010","Croatia","HRV",58873839435,4417800,"Croatia","Winter",2010,"Vancouver","Canada",21,0,2,1,3,1,0,3,10.47091069,15,258,15.3011523925849,24.798662676732,9.49751028414715,3,3,0.0249123255746615
"4331",1984,"YR1984","Cyprus","CYP",2278248930,697717,"Cyprus","Winter",1984,"Sarajevo","Yugoslavia",0,0,0,0,0,1,0,0,18.71350002,10,57,13.4555688554037,21.5466729716817,8.09110411627793,0,0,0.729820757934791
"4545",1988,"YR1988","Cyprus","CYP",4278792562,736477,"Cyprus","Winter",1988,"Calgary","Canada",0,0,0,0,0,1,0,0,18.71350002,13,70,13.5096332856124,22.1769366950569,8.66730340944449,0,0,0.142392848958694
"4759",1992,"YR1992","Cyprus","CYP",6912150473,800660,"Cyprus","Winter",1992,"Albertville","France",0,0,0,0,0,1,0,0,18.71350002,14,145,13.5931916665246,22.6565466380318,9.06335497150719,0,1,-0.760904234286229
"4973",1994,"YR1994","Cyprus","CYP",7425703907,837166,"Cyprus","Winter",1994,"Lillehammer","Norway",0,0,0,0,0,1,0,0,18.71350002,12,183,13.637777657167,22.7282133194313,9.09043566226432,0,0,0.0321147084421236
"5187",1998,"YR1998","Cyprus","CYP",9553478738,908040,"Cyprus","Winter",1998,"Nagano","Japan",0,0,0,0,0,1,0,0,18.71350002,14,205,13.7190437094766,22.9801711908695,9.26112748139298,0,0,-0.293553622600523
"5401",2002,"YR2002","Cyprus","CYP",10557366162,979877,"Cyprus","Winter",2002,"Salt Lake City","United States",0,0,0,0,0,1,0,0,18.71350002,15,234,13.7951823325656,23.0800896676378,9.28490733507218,0,0,-0.426997651952085
"5615",2006,"YR2006","Cyprus","CYP",18435765910,1048314,"Cyprus","Winter",2006,"Torino","Italy",0,0,0,0,0,1,0,0,18.71350002,15,252,13.8626937173071,23.6375584142843,9.77486469697714,0,0,-0.285966973981866
"5829",2010,"YR2010","Cyprus","CYP",23132450331,1103685,"Cyprus","Winter",2010,"Vancouver","Canada",0,0,0,0,0,1,0,0,18.71350002,15,258,13.914165139019,23.8645022449329,9.95033710591389,0,0,-0.12806040017378
"5188",1998,"YR1998","Czech Republic","CZE",63863336207,10294373,"Czech Republic","Winter",1998,"Nagano","Japan",15,1,1,1,3,1,0,3,7.665499973,14,205,16.1471079932382,24.8800112653833,8.73290327214513,0,1,2.39540597808951
"5402",2002,"YR2002","Czech Republic","CZE",78425201661,10204853,"Czech Republic","Winter",2002,"Salt Lake City","United States",16,1,2,0,3,1,0,3,7.665499973,15,234,16.1383739494188,25.0854111624065,8.94703721298777,3,4,-0.519830189897893
"5616",2006,"YR2006","Czech Republic","CZE",148345088496,10269134,"Czech Republic","Winter",2006,"Torino","Italy",15,1,2,1,4,1,0,4,7.665499973,15,252,16.1446532550777,25.7228070755922,9.57815382051453,3,3,0.580235741817744
"5830",2010,"YR2010","Czech Republic","CZE",198475392670,10519792,"Czech Republic","Winter",2010,"Vancouver","Canada",13,2,0,4,6,1,0,6,7.665499973,15,258,16.1687689932153,26.0139309629912,9.84516196977595,4,4,1.79995815752753
"3263",1964,"YR1964","Denmark","DNK",9506678763,4722072,"Denmark","Winter",1964,"Innsbruck","Austria",0,0,0,0,0,1,0,0,7.818978497,11,69,15.3677582442877,22.9752604162289,7.6075021719412,0,1,-1.0940976833646
"3477",1968,"YR1968","Denmark","DNK",13196541952,4864883,"Denmark","Winter",1968,"Grenoble","France",0,0,0,0,0,1,0,0,7.818978497,10,77,15.3975532239811,23.3032206588844,7.90566743490331,0,1,-0.581644930661818
"4547",1988,"YR1988","Denmark","DNK",113230780658,5129516,"Denmark","Winter",1988,"Calgary","Canada",0,0,0,0,0,1,0,0,7.818978497,13,70,15.4505218657174,25.4526938796935,10.0021720139761,0,1,-0.777104083544842
"4761",1992,"YR1992","Denmark","DNK",150195490466,5171370,"Denmark","Winter",1992,"Albertville","France",0,0,0,0,0,1,0,0,7.818978497,14,145,15.4586482017097,25.7352035522971,10.2765553505874,0,2,-1.61801973251723
"4975",1994,"YR1994","Denmark","DNK",153593214477,5206180,"Denmark","Winter",1994,"Lillehammer","Norway",0,0,0,0,0,1,0,0,7.818978497,12,183,15.4653569394287,25.7575734801021,10.2922165406734,0,1,-0.812642553572711
"5189",1998,"YR1998","Denmark","DNK",173653145893,5304219,"Denmark","Winter",1998,"Nagano","Japan",20,0,1,0,1,1,0,1,7.818978497,14,205,15.4840130995882,25.880325732258,10.3963126326698,0,1,-0.0996637221775637
"5403",2002,"YR2002","Denmark","DNK",173880831444,5375931,"Denmark","Winter",2002,"Salt Lake City","United States",0,0,0,0,0,1,0,0,7.818978497,15,234,15.4974423262813,25.8816360247671,10.3841936984858,1,2,-2.11517194802924
"5617",2006,"YR2006","Denmark","DNK",274376889678,5437272,"Denmark","Winter",2006,"Torino","Italy",0,0,0,0,0,1,0,0,7.818978497,15,252,15.5087880224655,26.3377685079612,10.8289804854958,0,1,-1.03602275673485
"5831",2010,"YR2010","Denmark","DNK",313365836299,5547683,"Denmark","Winter",2010,"Vancouver","Canada",0,0,0,0,0,1,0,0,7.818978497,15,258,15.5288909210772,26.4706371510316,10.9417462299545,0,1,-0.847550879814347
"5198",1998,"YR1998","Estonia","EST",5593921752,1386156,"Estonia","Winter",1998,"Nagano","Japan",0,0,0,0,0,1,0,0,5.030938424,14,205,14.1420450065108,22.4449464437842,8.30290143727343,0,0,-0.0170244896553197
"5412",2002,"YR2002","Estonia","EST",7318186727,1358644,"Estonia","Winter",2002,"Salt Lake City","United States",17,1,1,1,3,1,0,3,5.030938424,15,234,14.1219977014949,22.7136284193425,8.59163071784761,0,0,2.76868452406741
"5626",2006,"YR2006","Estonia","EST",16798495348,1343547,"Estonia","Winter",2006,"Torino","Italy",16,3,0,0,3,1,0,3,5.030938424,15,252,14.1108236896785,23.5445551567256,9.43373146704712,3,3,0.0648452963077669
"5840",2010,"YR2010","Estonia","EST",18909381437,1340161,"Estonia","Winter",2010,"Vancouver","Canada",26,0,1,0,1,1,0,1,5.030938424,15,258,14.1083003139635,23.6629240081881,9.55462369422458,3,3,-1.74500769643924
"5841",2010,"YR2010","Ethiopia","ETH",26311310605,87095281,"Ethiopia","Winter",2010,"Vancouver","Canada",0,0,0,0,0,1,0,0,22.37039295,15,258,18.2825132612505,23.993264744707,5.71075148345649,0,0,0.568183437211824
"4987",1994,"YR1994","Fiji","FJI",1825285158,765664,"","Winter",1994,"Lillehammer","Norway",0,0,0,0,0,1,0,0,23.37100029,12,183,13.5484987101934,21.3250020627339,7.77650335254046,0,0,0.552627193084397
"5415",2002,"YR2002","Fiji","FJI",1842691481,816237,"","Winter",2002,"Salt Lake City","United States",0,0,0,0,0,1,0,0,23.37100029,15,234,13.6124600329528,21.334493101187,7.72203306823416,0,0,0.208292766622724
"3276",1964,"YR1964","Finland","FIN",7766655086,4548543,"Finland","Winter",1964,"Innsbruck","Austria",4,3,4,3,10,1,0,10,1.347861143,11,69,15.3303175198656,22.7731054177759,7.44278789791027,8,8,1.70459831109136
"3490",1968,"YR1968","Finland","FIN",8823033880,4626469,"Finland","Winter",1968,"Grenoble","France",11,1,2,2,5,1,0,5,1.347861143,10,77,15.3473045001192,22.9006316251427,7.55332712502352,10,10,-4.52663316110703
"3704",1972,"YR1972","Finland","FIN",14567968587,4639657,"Finland","Winter",1972,"Sapporo","Japan",10,0,4,1,5,1,0,5,1.347861143,10,67,15.3501509990562,23.4020910230679,8.05194002401166,5,4,0.965790583554123
"3918",1976,"YR1976","Finland","FIN",31470995538,4725664,"Finland","Winter",1976,"Innsbruck","Austria",6,2,4,1,7,1,0,7,1.347861143,10,54,15.3685186381372,24.1723321820314,8.8038135438942,5,4,2.56146262200929
"4132",1980,"YR1980","Finland","FIN",53007650622,4779535,"Finland","Winter",1980,"Lake Placid","United States",5,1,5,3,9,1,0,9,1.347861143,10,64,15.3798538194009,24.6937020914394,9.3138482720385,7,7,2.04410622512666
"4346",1984,"YR1984","Finland","FIN",52118124258,4881803,"Finland","Winter",1984,"Sarajevo","Yugoslavia",3,4,3,6,13,1,0,13,1.347861143,10,57,15.4010251768062,24.6767785996452,9.27575342283899,9,8,4.68560274544816
"4560",1988,"YR1988","Finland","FIN",107182658138,4946481,"Finland","Winter",1988,"Calgary","Canada",6,4,1,2,7,1,0,7,1.347861143,13,70,15.4141869726383,25.397800301396,9.98361332875774,13,13,-5.57950519470202
"4774",1992,"YR1992","Finland","FIN",110171223786,5041992,"Finland","Winter",1992,"Albertville","France",8,3,1,3,7,1,0,7,1.347861143,14,145,15.4333118000568,25.4253015723968,9.99198977234002,7,8,-0.867108162583443
"4988",1994,"YR1994","Finland","FIN",100630620376,5088333,"Finland","Winter",1994,"Lillehammer","Norway",10,0,1,5,6,1,0,6,1.347861143,12,183,15.4424608299737,25.3347224257936,9.89226159581998,7,7,-1.01819055709067
"5202",1998,"YR1998","Finland","FIN",129763017356,5153498,"Finland","Winter",1998,"Nagano","Japan",7,2,4,6,12,1,0,12,1.347861143,14,205,15.4551862653731,25.5889756804032,10.1337894150301,6,6,5.55258137310356
"5416",2002,"YR2002","Finland","FIN",135183512140,5200598,"Finland","Winter",2002,"Salt Lake City","United States",12,4,2,1,7,1,0,7,1.347861143,15,234,15.4642841769397,25.6298990414914,10.1656148645517,12,12,-5.02385153980236
"5630",2006,"YR2006","Finland","FIN",207949409201,5266268,"Finland","Winter",2006,"Torino","Italy",14,0,6,3,9,1,0,9,1.347861143,15,252,15.4768325102615,26.0605606620685,10.5837281518071,7,7,1.70127670372982
"5844",2010,"YR2010","Finland","FIN",235163157895,5363352,"Finland","Winter",2010,"Vancouver","Canada",17,0,1,4,5,1,0,5,1.347861143,15,258,15.495099710717,26.1835453990984,10.6884456883814,9,9,-3.9248155015468
"3277",1964,"YR1964","France","FRA",94906593388,49361165,"France","Winter",1964,"Innsbruck","Austria",6,3,4,0,7,1,0,7,10.54372223,11,69,17.7146745393899,25.276159017367,7.56148447797714,3,4,2.70085384357388
"3491",1968,"YR1968","France","FRA",129847107788,51175036,"France","Winter",1968,"Grenoble","France",4,4,3,2,9,1,0,9,10.54372223,10,77,17.7507623929799,25.5896235013223,7.83886110834245,7,7,1.58386584034374
"3705",1972,"YR1972","France","FRA",200955006502,52776806,"France","Winter",1972,"Sapporo","Japan",14,0,1,2,3,1,0,3,10.54372223,10,67,17.7815823718616,26.026346871699,8.24476449983737,9,8,-5.25730666174063
"3919",1976,"YR1976","France","FRA",367269735045,54328016,"France","Winter",1976,"Innsbruck","Austria",16,0,0,1,1,1,0,1,10.54372223,10,54,17.8105506002832,26.6293623879153,8.81881178763219,3,3,-2.1419053462425
"4133",1980,"YR1980","France","FRA",690324433406,55224670,"France","Winter",1980,"Lake Placid","United States",17,0,0,1,1,1,0,1,10.54372223,10,64,17.8269203316981,27.2604275173735,9.43350718567544,1,2,-1.06423530826474
"4347",1984,"YR1984","France","FRA",521686181791,56489874,"France","Winter",1984,"Sarajevo","Yugoslavia",11,0,1,2,3,1,0,3,10.54372223,10,57,17.8495719588157,26.9803320597369,9.13076010092119,1,2,1.49601753079173
"4561",1988,"YR1988","France","FRA",1001159453805,57803824,"France","Winter",1988,"Calgary","Canada",15,1,0,1,2,1,0,2,10.54372223,13,70,17.8725654906237,27.6321798980861,9.75961440746236,3,4,-1.922977599625
"4775",1992,"YR1992","France","FRA",1372967781908,58849212,"France","Winter",1992,"Albertville","France",7,3,5,1,9,1,0,9,10.54372223,14,145,17.8904890016064,27.9479957769678,10.0575067753614,2,4,5.13407445347211
"4989",1994,"YR1994","France","FRA",1368008034026,59325793,"France","Winter",1994,"Lillehammer","Norway",12,0,1,4,5,1,0,5,10.54372223,12,183,17.8985547272427,27.9443768079377,10.045822080695,9,9,-4.41348007108529
"5203",1998,"YR1998","France","FRA",1468872804092,60185178,"France","Winter",1998,"Nagano","Japan",11,2,1,5,8,1,0,8,10.54372223,14,205,17.9129366673392,28.0155164226403,10.1025797553012,5,6,1.95452419792878
"5417",2002,"YR2002","France","FRA",1452030303030,61803229,"France","Winter",2002,"Salt Lake City","United States",8,4,5,2,11,1,0,11,10.54372223,15,234,17.9394661702539,28.0039839019688,10.0645177317148,8,9,2.12813024451351
"5631",2006,"YR2006","France","FRA",2255705477450,63617975,"France","Winter",2006,"Torino","Italy",12,3,2,4,9,1,0,9,10.54372223,15,252,17.9684066141654,28.4444838902662,10.4760772761008,11,11,-2.41979878640829
"5845",2010,"YR2010","France","FRA",2548315434211,65031235,"France","Winter",2010,"Vancouver","Canada",10,2,3,6,11,1,0,11,10.54372223,15,258,17.9903782508998,28.5664536427624,10.5760753918626,9,9,1.59117769406066
"5207",1998,"YR1998","Georgia","GEO",3613500142,4487300,"Georgia","Winter",1998,"Nagano","Japan",0,0,0,0,0,1,0,0,7.3648176,14,205,15.3167617425404,22.0079427079844,6.69118096544404,0,0,0.350274894982469
"5421",2002,"YR2002","Georgia","GEO",3395778661,4357000,"Georgia","Winter",2002,"Salt Lake City","United States",0,0,0,0,0,1,0,0,7.3648176,15,234,15.2872943050996,21.9457989268875,6.65850462178788,0,0,0.260685938478297
"5635",2006,"YR2006","Georgia","GEO",7761900179,4398000,"Georgia","Winter",2006,"Torino","Italy",0,0,0,0,0,1,0,0,7.3648176,15,252,15.2966604500968,22.772493009594,7.47583255949715,0,0,0.289004453735133
"5849",2010,"YR2010","Georgia","GEO",11638236643,4452800,"Georgia","Winter",2010,"Vancouver","Canada",0,0,0,0,0,1,0,0,7.3648176,15,258,15.3090436697538,23.1775617766226,7.86851810686879,0,0,0.372232900376919
"4994",1994,"YR1994","Germany","DEU",2148005303122,81438348,"Germany","Winter",1994,"Lillehammer","Norway",2,9,7,8,24,1,0,24,8.504451892,12,183,18.2153568256884,28.3955607614371,10.1802039357487,26,25,-0.984892387799516
"5208",1998,"YR1998","Germany","DEU",2178170501278,82047195,"Germany","Winter",1998,"Nagano","Japan",1,12,9,8,29,1,0,29,8.504451892,14,205,18.2228051884443,28.4095064207904,10.1867012323461,24,23,5.58574091153088
"5422",2002,"YR2002","Germany","DEU",2006587615283,82488495,"Germany","Winter",2002,"Salt Lake City","United States",1,12,16,8,36,1,0,36,8.504451892,15,234,18.2281693870348,28.3274566914279,10.0992873043932,29,28,7.96463434310978
"5636",2006,"YR2006","Germany","DEU",2902748698160,82376451,"Germany","Winter",2006,"Torino","Italy",1,11,12,6,29,1,0,29,8.504451892,15,252,18.2268101651993,28.6966792309684,10.469869065769,36,34,-5.19730023387803
"5850",2010,"YR2010","Germany","DEU",3282894736842,81776930,"Germany","Winter",2010,"Vancouver","Canada",2,10,13,7,30,1,0,30,8.504451892,15,258,18.2195057324554,28.8197466908338,10.6002409583784,29,28,2.35332284530882
"3498",1968,"YR1968","Greece","GRC",9915140546,8740765,"Greece","Winter",1968,"Grenoble","France",0,0,0,0,0,1,0,0,13.65550198,10,77,15.9835082724054,23.017328773906,7.03382050150052,0,0,-0.372505151174198
"3712",1972,"YR1972","Greece","GRC",16101411778,8888628,"Greece","Winter",1972,"Sapporo","Japan",0,0,0,0,0,1,0,0,13.65550198,10,67,16.0002832648712,23.502172793167,7.50188952829577,0,0,0.583577773417513
"3926",1976,"YR1976","Greece","GRC",29706226950,9188150,"Greece","Winter",1976,"Innsbruck","Austria",0,0,0,0,0,1,0,0,13.65550198,10,54,16.0334251683,24.1146225223953,8.08119735409529,0,0,0.242015717216318
"4140",1980,"YR1980","Greece","GRC",54190721018,9642505,"Greece","Winter",1980,"Lake Placid","United States",0,0,0,0,0,1,0,0,13.65550198,10,64,16.0816914876021,24.7157755318059,8.6340840442038,0,0,-0.481475539584919
"4354",1984,"YR1984","Greece","GRC",45790167010,9895801,"Greece","Winter",1984,"Sarajevo","Yugoslavia",0,0,0,0,0,1,0,0,13.65550198,10,57,16.1076210837173,24.5473352109117,8.4397141271944,0,0,0.0367066507211441
"4568",1988,"YR1988","Greece","GRC",72720009814,10036983,"Greece","Winter",1988,"Calgary","Canada",0,0,0,0,0,1,0,0,13.65550198,13,70,16.1217871290613,25.0098824217716,8.88809529271031,0,0,-0.493495172776216
"4782",1992,"YR1992","Greece","GRC",110827664282,10369866,"Greece","Winter",1992,"Albertville","France",0,0,0,0,0,1,0,0,13.65550198,14,145,16.1544146582322,25.4312422577307,9.27682759949855,0,1,-1.38324306215375
"4996",1994,"YR1994","Greece","GRC",111187280894,10553035,"Greece","Winter",1994,"Lillehammer","Norway",0,0,0,0,0,1,0,0,13.65550198,12,183,16.1719240542402,25.4344818317713,9.26255777753114,0,1,-0.568718902475419
"5210",1998,"YR1998","Greece","GRC",135274145129,10834880,"Greece","Winter",1998,"Nagano","Japan",0,0,0,0,0,1,0,0,13.65550198,14,205,16.1982811176721,25.6305692609505,9.43228814327846,0,1,-0.882425417676264
"5424",2002,"YR2002","Greece","GRC",146050256230,10987543,"Greece","Winter",2002,"Salt Lake City","United States",0,0,0,0,0,1,0,0,13.65550198,15,234,16.212272734506,25.7072166201778,9.49494388567178,0,1,-1.01758915133101
"5638",2006,"YR2006","Greece","GRC",261713232776,11148460,"Greece","Winter",2006,"Torino","Italy",0,0,0,0,0,1,0,0,13.65550198,15,252,16.2268119297395,26.2905152098813,10.0637032801418,0,1,-0.895459381351143
"5852",2010,"YR2010","Greece","GRC",292304602599,11307502,"Greece","Winter",2010,"Vancouver","Canada",0,0,0,0,0,1,0,0,13.65550198,15,258,16.2409769572079,26.4010622550874,10.1600852978796,0,1,-0.699478331192168
"3509",1968,"YR1968","Hungary","HUN",4684666743,10255815,"Hungary","Winter",1968,"Grenoble","France",0,0,0,0,0,1,0,0,10.06144773,10,77,16.1433554197584,22.2675606173426,6.12420519758423,0,0,-0.0589672756901232
"3723",1972,"YR1972","Hungary","HUN",7074918567,10398489,"Hungary","Winter",1972,"Sapporo","Japan",0,0,0,0,0,1,0,0,10.06144773,10,67,16.1571710650947,22.6798217704448,6.52265070535014,0,0,0.924322851622999
"3937",1976,"YR1976","Hungary","HUN",12689645219,10598677,"Hungary","Winter",1976,"Innsbruck","Austria",0,0,0,0,0,1,0,0,10.06144773,10,54,16.176239739972,23.2640521607563,7.08781242078432,0,0,0.59113352981201
"4151",1980,"YR1980","Hungary","HUN",22163405825,10711122,"Hungary","Winter",1980,"Lake Placid","United States",16,0,1,0,1,1,0,1,10.06144773,10,64,16.1867931988415,23.8217083794799,7.63491518063837,0,0,0.877814131691174
"4365",1984,"YR1984","Hungary","HUN",20366467191,10668095,"Hungary","Winter",1984,"Sarajevo","Yugoslavia",0,0,0,0,0,1,0,0,10.06144773,10,57,16.1827680693813,23.7371556201853,7.55438755080405,1,1,-0.550155667461191
"4579",1988,"YR1988","Hungary","HUN",28570620031,10596487,"Hungary","Winter",1988,"Calgary","Canada",0,0,0,0,0,1,0,0,10.06144773,13,70,16.1760330890578,24.0756447551237,7.89961166606588,0,0,-0.127546291346648
"4793",1992,"YR1992","Hungary","HUN",38009547806,10369341,"Hungary","Winter",1992,"Albertville","France",0,0,0,0,0,1,0,0,10.06144773,14,145,16.1543640294882,24.3611032231654,8.20673919367717,0,1,-0.974672013644959
"5007",1994,"YR1994","Hungary","HUN",42363086241,10343355,"Hungary","Winter",1994,"Lillehammer","Norway",0,0,0,0,0,1,0,0,10.06144773,12,183,16.1518548425013,24.4695432124619,8.31768836996062,0,0,-0.203729359424417
"5221",1998,"YR1998","Hungary","HUN",47951604854,10266570,"Hungary","Winter",1998,"Nagano","Japan",0,0,0,0,0,1,0,0,10.06144773,14,205,16.144403543647,24.593458107038,8.44905456339103,0,0,-0.495649345644511
"5435",2002,"YR2002","Hungary","HUN",66389489264,10158608,"Hungary","Winter",2002,"Salt Lake City","United States",0,0,0,0,0,1,0,0,10.06144773,15,234,16.1338319828542,24.9188045866821,8.78497260382792,0,1,-0.72995795117292
"5649",2006,"YR2006","Hungary","HUN",112533152716,10071370,"Hungary","Winter",2006,"Torino","Italy",0,0,0,0,0,1,0,0,10.06144773,15,252,16.1252073031074,25.446513705987,9.32130640287953,0,1,-0.590556723303066
"5863",2010,"YR2010","Hungary","HUN",127503279792,10000023,"Hungary","Winter",2010,"Vancouver","Canada",0,0,0,0,0,1,0,0,10.06144773,15,258,16.1180979509557,25.5714079250729,9.45330997411719,0,0,-0.403683646148734
"3296",1964,"YR1964","Iceland","ISL",434267937,188983,"Iceland","Winter",1964,"Innsbruck","Austria",0,0,0,0,0,1,0,0,1.351408623,11,69,12.1494123429064,19.8891722679319,7.73975992502556,0,0,-0.464999037821971
"3510",1968,"YR1968","Iceland","ISL",474399472,201488,"Iceland","Winter",1968,"Grenoble","France",0,0,0,0,0,1,0,0,1.351408623,10,77,12.2134851052456,19.9775602926623,7.76407518741672,0,0,0.14477160932293
"3938",1976,"YR1976","Iceland","ISL",1644755718,220154,"Iceland","Winter",1976,"Innsbruck","Austria",0,0,0,0,0,1,0,0,1.351408623,10,54,12.3020825804488,21.2208577104405,8.91877512999175,0,0,0.710148564345293
"4152",1980,"YR1980","Iceland","ISL",3331325043,228138,"Iceland","Winter",1980,"Lake Placid","United States",0,0,0,0,0,1,0,0,1.351408623,10,64,12.3377059879966,21.9266359726041,9.58892998460746,0,0,-0.0554460320298557
"4366",1984,"YR1984","Iceland","ISL",2822006038,239511,"Iceland","Winter",1984,"Sarajevo","Yugoslavia",0,0,0,0,0,1,0,0,1.351408623,10,57,12.3863546237972,21.760713829992,9.37435920619485,0,0,0.465651443956563
"4580",1988,"YR1988","Iceland","ISL",6016168895,249740,"Iceland","Winter",1988,"Calgary","Canada",0,0,0,0,0,1,0,0,1.351408623,13,70,12.4281756556691,22.5177164975017,10.0895408418326,0,0,-0.172254652348623
"4794",1992,"YR1992","Iceland","ISL",6976080330,261057,"Iceland","Winter",1992,"Albertville","France",0,0,0,0,0,1,0,0,1.351408623,14,145,12.4724940532656,22.6657530386817,10.1932589854161,0,1,-0.955652649050641
"5008",1994,"YR1994","Iceland","ISL",6294803496,266021,"Iceland","Winter",1994,"Lillehammer","Norway",0,0,0,0,0,1,0,0,1.351408623,12,183,12.4913305320161,22.5629902880699,10.0716597560538,0,0,-0.100430291446324
"5222",1998,"YR1998","Iceland","ISL",8291725774,274047,"Iceland","Winter",1998,"Nagano","Japan",0,0,0,0,0,1,0,0,1.351408623,14,205,12.5210549035068,22.8385239598202,10.3174690563133,0,0,-0.443894836791796
"5436",2002,"YR2002","Iceland","ISL",8907207933,287523,"Iceland","Winter",2002,"Salt Lake City","United States",0,0,0,0,0,1,0,0,1.351408623,15,234,12.5690581360197,22.9101266660209,10.3410685300012,0,1,-0.57132885086965
"5650",2006,"YR2006","Iceland","ISL",16651492784,303782,"Iceland","Winter",2006,"Torino","Italy",0,0,0,0,0,1,0,0,1.351408623,15,252,12.6240656178822,23.5357657060506,10.9117000881684,0,0,-0.458459268228002
"5864",2010,"YR2010","Iceland","ISL",12564891658,318041,"Iceland","Winter",2010,"Vancouver","Canada",0,0,0,0,0,1,0,0,1.351408623,15,258,12.6699355842691,23.2541723853819,10.5842368011129,0,0,-0.107348743050488
"3511",1968,"YR1968","India","IND",54016411987,531160986,"India","Winter",1968,"Grenoble","France",0,0,0,0,0,1,0,0,23.94543419,10,77,20.0905757083992,24.7125537630198,4.62197805462066,0,0,-0.318921945392728
"4581",1988,"YR1988","India","IND",301790951232,833833510,"India","Winter",1988,"Calgary","Canada",0,0,0,0,0,1,0,0,23.94543419,13,70,20.5415443120973,26.4330004001667,5.89145608806938,0,0,-0.282664657590491
"4795",1992,"YR1992","India","IND",293262352349,903749636,"India","Winter",1992,"Albertville","France",0,0,0,0,0,1,0,0,23.94543419,14,145,20.6220629286709,26.4043334458401,5.78227051716919,0,1,-0.992420033212038
"5223",1998,"YR1998","India","IND",428741030221,1007746556,"India","Winter",1998,"Nagano","Japan",0,0,0,0,0,1,0,0,23.94543419,14,205,20.7309825424414,26.7841189144404,6.05313637199893,0,1,-0.549401003804238
"5437",2002,"YR2002","India","IND",523968561872,1076705723,"India","Winter",2002,"Salt Lake City","United States",0,0,0,0,0,1,0,0,23.94543419,15,234,20.7971719600871,26.9846975230401,6.18752556295298,0,1,-0.722974839130564
"5651",2006,"YR2006","India","IND",949116769688,1143289350,"India","Winter",2006,"Torino","Italy",0,0,0,0,0,1,0,0,23.94543419,15,252,20.8571753393284,27.578797672969,6.72162233364058,0,1,-0.597211201364736
"5865",2010,"YR2010","India","IND",1710908768960,1205624648,"India","Winter",2010,"Vancouver","Canada",0,0,0,0,0,1,0,0,23.94543419,15,258,20.9102636496595,28.1680457891131,7.25778213945363,0,1,-0.577356705985361
"3513",1968,"YR1968","Iran, Islamic Rep.","IRN",8447898398,27113136,"Iran","Winter",1968,"Grenoble","France",0,0,0,0,0,1,0,0,16.92655784,10,77,17.1155288916568,22.8571835370861,5.7416546454293,0,0,-0.11819607038618
