"","GameType","Year","locCity","locCountry","Rank","partCountry","Gold","Silver","Bronze","Total","Wbcountry","GDP","Pop","winter1var","gdppercap"
"455","Summer",1996,"Atlanta","United States",34,"Jamaica",1,3,2,6,"Jamaica",6527302708,2509923,0,2600.59878649664
"456","Summer",1996,"Atlanta","United States",35,"South Africa",3,1,1,5,"South Africa",143731991361,40000247,0,3593.27759553585
"457","Summer",1996,"Atlanta","United States",36,"North Korea",2,1,2,5,"Korea, Dem. Rep.",0,22016518,0,0
"458","Summer",1996,"Atlanta","United States",37,"Ireland",3,0,1,4,"Ireland",74364964645,3637510,0,20443.9203314905
"459","Summer",1996,"Atlanta","United States",38,"Finland",1,2,1,4,"Finland",128308309604,5124573,0,25037.8538083075
"460","Summer",1996,"Atlanta","United States",39,"Serbia and Montenegro",1,1,2,4,"Montenegro",0,613774,0,0
"461","Summer",1996,"Atlanta","United States",40,"Indonesia",1,1,2,4,"Indonesia",227369671349,197097887,0,1153.58756407673
"462","Summer",1996,"Atlanta","United States",41,"Ethiopia",2,0,1,3,"Ethiopia",8482883273,58815116,0,144.229644518596
"463","Summer",1996,"Atlanta","United States",42,"Algeria",2,0,1,3,"Algeria",46941496308,29845208,0,1572.83193697293
"464","Summer",1996,"Atlanta","United States",43,"Slovakia",1,1,1,3,"Slovak Republic",27284429658,5373361,0,5077.72131036794
"465","Summer",1996,"Atlanta","United States",44,"Iran",1,1,1,3,"Iran, Islamic Rep.",110573439131,61440887,0,1799.67192093109
"466","Summer",1996,"Atlanta","United States",45,"Argentina",0,2,1,3,"Argentina",272149750000,35264070,0,7717.47985981198
"467","Summer",1996,"Atlanta","United States",46,"Austria",0,1,2,3,"Austria",234676456979,7959017,0,29485.6082075211
"468","Summer",1996,"Atlanta","United States",47,"Croatia",1,1,0,2,"Croatia",23341405840,4494000,0,5193.90428126391
"469","Summer",1996,"Atlanta","United States",48,"Armenia",1,1,0,2,"Armenia",1596968913,3173425,0,503.231969559703
"470","Summer",1996,"Atlanta","United States",49,"Portugal",1,0,1,2,"Portugal",121154795945,10057861,0,12045.7814981734
"471","Summer",1996,"Atlanta","United States",50,"Thailand",1,0,1,2,"Thailand",181947631900,59562136,0,3054.75330669807
"472","Summer",1996,"Atlanta","United States",51,"Namibia",0,2,0,2,"Namibia",3491458688,1705309,0,2047.40530191303
"473","Summer",1996,"Atlanta","United States",52,"Slovenia",0,2,0,2,"Slovenia",21149908176,1988628,0,10635.4271266421
"474","Summer",1996,"Atlanta","United States",53,"Moldova",0,1,1,2,"Moldova",1695130484,3667748,0,462.172015089368
"475","Summer",1996,"Atlanta","United States",54,"Uzbekistan",0,1,1,2,"Uzbekistan",13948892216,23225000,0,600.598157847147
"476","Summer",1996,"Atlanta","United States",55,"Malaysia",0,1,1,2,"Malaysia",100851389334,21259831,0,4743.75310575141
"477","Summer",1996,"Atlanta","United States",56,"Georgia",0,0,2,2,"Georgia",3094915506,4616100,0,670.461104828752
"478","Summer",1996,"Atlanta","United States",57,"Trinidad and Tobago",0,0,2,2,"Trinidad and Tobago",5759537848,1258365,0,4577.00098778971
"479","Summer",1996,"Atlanta","United States",58,"Morocco",0,0,2,2,"Morocco",36638763639,27237150,0,1345.1761156729
"480","Summer",1996,"Atlanta","United States",59,"Costa Rica",1,0,0,1,"Costa Rica",11843228540,3566605,0,3320.58877840411
"481","Summer",1996,"Atlanta","United States",60,"Hong Kong",1,0,0,1,"Hong Kong SAR, China",159717233622,6435500,0,24818.1545524046
"482","Summer",1996,"Atlanta","United States",61,"Burundi",1,0,0,1,"Burundi",869033856,6294482,0,138.062807392252
"483","Summer",1996,"Atlanta","United States",62,"Ecuador",1,0,0,1,"Ecuador",24180150997,11557151,0,2092.22419928579
"484","Summer",1996,"Atlanta","United States",63,"Syria",1,0,0,1,"Syrian Arab Republic",13789560878,14746306,0,935.119675259689
"485","Summer",1996,"Atlanta","United States",64,"Philippines",0,1,0,1,"Philippines",82848194395,71184718,0,1163.84803821236
"486","Summer",1996,"Atlanta","United States",65,"Tonga",0,1,0,1,"Tonga",219583570,96218,0,2282.14647986863
"487","Summer",1996,"Atlanta","United States",67,"Zambia",0,1,0,1,"Zambia",3270303803,9073311,0,360.431137321315
"488","Summer",1996,"Atlanta","United States",68,"Bahamas",0,1,0,1,"Bahamas, The",3.609e+09,283678,0,12722.1709120905
"489","Summer",1996,"Atlanta","United States",69,"Latvia",0,1,0,1,"Latvia",5585292783,2457222,0,2273.01106005074
"490","Summer",1996,"Atlanta","United States",70,"Azerbaijan",0,1,0,1,"Azerbaijan",3176749593,7763000,0,409.216745201597
"491","Summer",1996,"Atlanta","United States",71,"Mozambique",0,0,1,1,"Mozambique",3241719358,16463426,0,196.904299141625
"492","Summer",1996,"Atlanta","United States",72,"Israel",0,0,1,1,"Israel",105100103996,5692000,0,18464.5298657765
"493","Summer",1996,"Atlanta","United States",73,"Mongolia",0,0,1,1,"Mongolia",1345719435,2316598,0,580.903305191492
"494","Summer",1996,"Atlanta","United States",74,"Tunisia",0,0,1,1,"Tunisia",19587322786,9089300,0,2154.98693914823
"495","Summer",1996,"Atlanta","United States",75,"Puerto Rico",0,0,1,1,"Puerto Rico",4.5341e+10,3724655,0,12173.2079883909
"496","Summer",1996,"Atlanta","United States",76,"Lithuania",0,0,1,1,"Lithuania",8426600000,3601613,0,2339.67391832493
"497","Summer",1996,"Atlanta","United States",77,"India",0,0,1,1,"India",399786888571,973147577,0,410.818356865723
"498","Summer",1996,"Atlanta","United States",78,"Uganda",0,0,1,1,"Uganda",6044585327,21407693,0,282.355755335243
"499","Summer",1996,"Atlanta","United States",79,"Mexico",0,0,1,1,"Mexico",401777516321,97201533,0,4133.44835128269
"500","Winter",1994,"Lillehammer","Norway",1,"Norway",10,11,5,26,"Norway",124519241669,4336613,1,28713.4779305878
"501","Winter",1994,"Lillehammer","Norway",2,"Germany",9,7,8,24,"Germany",2148005303122,81438348,1,26375.8457271506
"502","Winter",1994,"Lillehammer","Norway",3,"Russia",11,8,4,23,"Russian Federation",395086555837,148336000,1,2663.45698843841
"503","Winter",1994,"Lillehammer","Norway",4,"Italy",7,5,8,20,"Italy",1059079564102,56843400,1,18631.5309095163
"504","Winter",1994,"Lillehammer","Norway",5,"United States",6,5,2,13,"United States",7.3087e+12,263126000,1,27776.4265028922
"505","Winter",1994,"Lillehammer","Norway",6,"Canada",3,6,4,13,"Canada",564493995313,29111906,1,19390.4856423004
"506","Winter",1994,"Lillehammer","Norway",7,"Switzerland",3,4,2,9,"Switzerland",276720695310,6993795,1,39566.6008669113
"507","Winter",1994,"Lillehammer","Norway",8,"Austria",2,3,4,9,"Austria",201444060957,7936118,1,25383.1988079058
"508","Winter",1994,"Lillehammer","Norway",9,"South Korea",4,1,1,6,"Korea, Rep.",423434190055,44453000,1,9525.43562987875
"509","Winter",1994,"Lillehammer","Norway",10,"Finland",0,1,5,6,"Finland",100630620376,5088333,1,19776.736384195
"510","Winter",1994,"Lillehammer","Norway",11,"Japan",1,2,2,5,"Japan",4850348016492,124961000,1,38814.8943789822
"511","Winter",1994,"Lillehammer","Norway",12,"France",0,1,4,5,"France",1368008034026,59325793,1,23059.2456476056
"512","Winter",1994,"Lillehammer","Norway",13,"Netherlands",0,1,3,4,"Netherlands",351190216733,15382838,1,22830.0016377342
"513","Winter",1994,"Lillehammer","Norway",14,"Sweden",2,1,0,3,"Sweden",217546397097,8780745,1,24775.3917346421
"514","Winter",1994,"Lillehammer","Norway",15,"Kazakhstan",1,2,0,3,"Kazakhstan",21250839258,16095199,1,1320.32162249128
"515","Winter",1994,"Lillehammer","Norway",16,"China",0,1,2,3,"China",559224707281,1191835000,1,469.213194176207
"516","Winter",1994,"Lillehammer","Norway",17,"Slovenia",0,0,3,3,"Slovenia",14385505626,1989443,1,7230.92123071634
"517","Winter",1994,"Lillehammer","Norway",18,"Ukraine",1,0,1,2,"Ukraine",52549555010,51921041,1,1012.10518891561
"518","Winter",1994,"Lillehammer","Norway",19,"Belarus",0,2,0,2,"Belarus",14931599418,10227000,1,1460.01754356116
"519","Winter",1994,"Lillehammer","Norway",20,"Great Britain",0,0,2,2,"United Kingdom",1080029078665,57865745,1,18664.3942571724
"520","Winter",1994,"Lillehammer","Norway",21,"Uzbekistan",1,0,0,1,"Uzbekistan",12899074347,22377000,1,576.443417214104
"521","Winter",1994,"Lillehammer","Norway",22,"Australia",0,0,1,1,"Australia",322830854376,17855000,1,18080.6975287595
"522","Summer",1992,"Barcelona","Spain",2,"United States",37,34,37,108,"United States",6.5393e+12,256514000,0,25492.9555501844
"523","Summer",1992,"Barcelona","Spain",3,"Germany",33,21,28,82,"Germany",2064370695053,80624598,0,25604.7254344512
"524","Summer",1992,"Barcelona","Spain",4,"China",16,22,16,54,"China",422660918111,1164970000,0,362.808414045855
"525","Summer",1992,"Barcelona","Spain",5,"Cuba",14,6,11,31,"Cuba",22085858204,10757891,0,2052.99144637178
"526","Summer",1992,"Barcelona","Spain",6,"Hungary",11,12,7,30,"Hungary",38009547806,10369341,0,3665.57024269913
"527","Summer",1992,"Barcelona","Spain",7,"South Korea",12,5,12,29,"Korea, Rep.",329885864344,43663000,0,7555.27252694501
"528","Summer",1992,"Barcelona","Spain",8,"France",8,5,16,29,"France",1372967781908,58849212,0,23330.2662048899
"529","Summer",1992,"Barcelona","Spain",9,"Australia",7,9,11,27,"Australia",325389525494,17495000,0,18599.0011714204
"530","Summer",1992,"Barcelona","Spain",10,"Spain",13,7,2,22,"Spain",612583910505,39067745,0,15680.0427182321
"531","Summer",1992,"Barcelona","Spain",11,"Japan",3,8,11,22,"Japan",3852794371594,124229000,0,31013.6471483631
"532","Summer",1992,"Barcelona","Spain",12,"Great Britain",5,3,12,20,"United Kingdom",1106226746227,57580402,0,19211.8621580134
"533","Summer",1992,"Barcelona","Spain",13,"Italy",6,5,8,19,"Italy",1271956871335,56797087,0,22394.7554094632
"534","Summer",1992,"Barcelona","Spain",14,"Poland",3,6,10,19,"Poland",92295029651,38363667,0,2405.79269054233
"535","Summer",1992,"Barcelona","Spain",15,"Canada",7,4,7,18,"Canada",579531728303,28519597,0,20320.4739640255
"536","Summer",1992,"Barcelona","Spain",16,"Romania",4,6,8,18,"Romania",25090303817,22794284,0,1100.72787620791
"537","Summer",1992,"Barcelona","Spain",17,"Bulgaria",3,7,6,16,"Bulgaria",10371900499,8540164,0,1214.48493249076
"538","Summer",1992,"Barcelona","Spain",18,"Netherlands",2,6,7,15,"Netherlands",336214285714,15184166,0,22142.4269014182
"539","Summer",1992,"Barcelona","Spain",19,"Sweden",1,7,4,12,"Sweden",269747415777,8668067,0,31119.6735993157
"540","Summer",1992,"Barcelona","Spain",20,"New Zealand",1,4,5,10,"New Zealand",41210013983,3531700,0,11668.6054826288
"541","Summer",1992,"Barcelona","Spain",21,"North Korea",4,0,5,9,"Korea, Dem. Rep.",0,20838090,0,0
"542","Summer",1992,"Barcelona","Spain",22,"Kenya",2,4,2,8,"Kenya",8209120678,25036941,0,327.880338017332
"543","Summer",1992,"Barcelona","Spain",23,"Czechoslovakia",4,2,1,7,"Czech Republic",33439461247,10319123,0,3240.53325529699
"544","Summer",1992,"Barcelona","Spain",24,"Norway",2,4,1,7,"Norway",128298978196,4286401,0,29931.6322005337
"545","Summer",1992,"Barcelona","Spain",25,"Turkey",2,2,2,6,"Turkey",159095003188,55815175,0,2850.38975848414
"546","Summer",1992,"Barcelona","Spain",26,"Denmark",1,1,4,6,"Denmark",150195490466,5171370,0,29043.6558331738
"547","Summer",1992,"Barcelona","Spain",27,"Indonesia",2,2,1,5,"Indonesia",139116270052,184916848,0,752.317982685926
"548","Summer",1992,"Barcelona","Spain",28,"Finland",1,2,2,5,"Finland",110171223786,5041992,0,21850.7335564991
"549","Summer",1992,"Barcelona","Spain",29,"Jamaica",0,3,1,4,"Jamaica",3535452386,2423044,0,1459.09541304244
"550","Summer",1992,"Barcelona","Spain",30,"Nigeria",0,3,1,4,"Nigeria",29300921687,100592242,0,291.28411003107
"551","Summer",1992,"Barcelona","Spain",31,"Brazil",2,1,0,3,"Brazil",390566551484,154597985,0,2526.3366238829
"552","Summer",1992,"Barcelona","Spain",32,"Morocco",1,1,1,3,"Morocco",28450632467,25569662,0,1112.67143331813
"553","Summer",1992,"Barcelona","Spain",33,"Ethiopia",1,0,2,3,"Ethiopia",10413161613,51525658,0,202.096625587974
"554","Summer",1992,"Barcelona","Spain",34,"Latvia",0,2,1,3,"Latvia",4848056772,2614338,0,1854.41085735662
"555","Summer",1992,"Barcelona","Spain",35,"Iran",0,1,2,3,"Iran, Islamic Rep.",0,58307457,0,0
"556","Summer",1992,"Barcelona","Spain",36,"Belgium",0,1,2,3,"Belgium",231923859990,10045158,0,23088.1246457248
"557","Summer",1992,"Barcelona","Spain",37,"Croatia",0,1,2,3,"Croatia",10279479681,4470000,0,2299.65988389262
"558","Summer",1992,"Barcelona","Spain",39,"Greece",2,0,0,2,"Greece",110827664282,10369866,0,10687.4731343684
"559","Summer",1992,"Barcelona","Spain",40,"Ireland",1,1,0,2,"Ireland",54914168296,3558430,0,15432.1339174861
"560","Summer",1992,"Barcelona","Spain",41,"Estonia",1,0,1,2,"Estonia",0,1533091,0,0
"561","Summer",1992,"Barcelona","Spain",42,"Algeria",1,0,1,2,"Algeria",48003297249,27535151,0,1743.34606877587
"562","Summer",1992,"Barcelona","Spain",43,"Lithuania",1,0,1,2,"Lithuania",8562311027,3700114,0,2314.0668171305
"563","Summer",1992,"Barcelona","Spain",44,"South Africa",0,2,0,2,"South Africa",130513031863,36690739,0,3557.11101547996
"564","Summer",1992,"Barcelona","Spain",45,"Namibia",0,2,0,2,"Namibia",2837643689,1513689,0,1874.65436361102
"565","Summer",1992,"Barcelona","Spain",46,"Austria",0,2,0,2,"Austria",193073835462,7840709,0,24624.5378398816
"566","Summer",1992,"Barcelona","Spain",47,"Israel",0,1,1,2,"Israel",65771216221,5123000,0,12838.4181575249
"567","Summer",1992,"Barcelona","Spain",48,"Slovenia",0,0,2,2,"Slovenia",12522536279,1996498,0,6272.25085073965
"568","Summer",1992,"Barcelona","Spain",49,"Mongolia",0,0,2,2,"Mongolia",1317611863,2243525,0,587.295378032337
"569","Summer",1992,"Barcelona","Spain",50,"Switzerland",1,0,0,1,"Switzerland",257022107044,6875364,0,37383.0544890423
"570","Summer",1992,"Barcelona","Spain",52,"Mexico",0,1,0,1,"Mexico",363609268789,89757916,0,4050.99945490045
"571","Summer",1992,"Barcelona","Spain",53,"Peru",0,1,0,1,"Peru",36084008139,22649612,0,1593.14023299825
"572","Summer",1992,"Barcelona","Spain",54,"Suriname",0,0,1,1,"Suriname",404600000,418700,0,966.324337234297
"573","Summer",1992,"Barcelona","Spain",55,"Philippines",0,0,1,1,"Philippines",52976363148,64996507,0,815.064771834585
"574","Summer",1992,"Barcelona","Spain",56,"Puerto Rico",0,0,1,1,"Puerto Rico",3.463e+10,3585176,0,9659.21896163536
"575","Summer",1992,"Barcelona","Spain",57,"Thailand",0,0,1,1,"Thailand",111452745857,57661001,0,1932.89647984085
"576","Summer",1992,"Barcelona","Spain",58,"Ghana",0,0,1,1,"Ghana",6416079583,15471695,0,414.697910151409
"577","Summer",1992,"Barcelona","Spain",59,"Pakistan",0,0,1,1,"Pakistan",48635242274,117291344,0,414.653295080326
"578","Summer",1992,"Barcelona","Spain",60,"Malaysia",0,0,1,1,"Malaysia",59151684123,19205112,0,3079.99683224966
"579","Summer",1992,"Barcelona","Spain",61,"Argentina",0,0,1,1,"Argentina",228779382768,33520803,0,6824.99708518319
"580","Summer",1992,"Barcelona","Spain",62,"Qatar",0,0,1,1,"Qatar",7646153766,489606,0,15616.9527456771
"581","Summer",1992,"Barcelona","Spain",63,"Bahamas",0,0,1,1,"Bahamas, The",3.109e+09,266097,0,11683.7093240435
"582","Summer",1992,"Barcelona","Spain",64,"Colombia",0,0,1,1,"Colombia",49279585355,34608171,0,1423.92920316419
"583","Winter",1992,"Albertville","France",1,"Germany",10,10,6,26,"Germany",2064370695053,80624598,1,25604.7254344512
"584","Winter",1992,"Albertville","France",3,"Austria",6,7,8,21,"Austria",193073835462,7840709,1,24624.5378398816
"585","Winter",1992,"Albertville","France",4,"Norway",9,6,5,20,"Norway",128298978196,4286401,1,29931.6322005337
"586","Winter",1992,"Albertville","France",5,"Italy",4,6,4,14,"Italy",1271956871335,56797087,1,22394.7554094632
"587","Winter",1992,"Albertville","France",6,"United States",5,4,2,11,"United States",6.5393e+12,256514000,1,25492.9555501844
"588","Winter",1992,"Albertville","France",7,"France",3,5,1,9,"France",1372967781908,58849212,1,23330.2662048899
"589","Winter",1992,"Albertville","France",8,"Finland",3,1,3,7,"Finland",110171223786,5041992,1,21850.7335564991
"590","Winter",1992,"Albertville","France",9,"Canada",2,3,2,7,"Canada",579531728303,28519597,1,20320.4739640255
"591","Winter",1992,"Albertville","France",10,"Japan",1,2,4,7,"Japan",3852794371594,124229000,1,31013.6471483631
"592","Winter",1992,"Albertville","France",11,"South Korea",2,1,1,4,"Korea, Rep.",329885864344,43663000,1,7555.27252694501
"593","Winter",1992,"Albertville","France",12,"Netherlands",1,1,2,4,"Netherlands",336214285714,15184166,1,22142.4269014182
"594","Winter",1992,"Albertville","France",13,"Sweden",1,0,3,4,"Sweden",269747415777,8668067,1,31119.6735993157
"595","Winter",1992,"Albertville","France",14,"Switzerland",1,0,2,3,"Switzerland",257022107044,6875364,1,37383.0544890423
"596","Winter",1992,"Albertville","France",15,"China",0,3,0,3,"China",422660918111,1164970000,1,362.808414045855
"597","Winter",1992,"Albertville","France",16,"Czechoslovakia",0,0,3,3,"Czech Republic",33439461247,10319123,1,3240.53325529699
"598","Winter",1992,"Albertville","France",17,"Luxembourg",0,2,0,2,"Luxembourg",15384954868,392175,1,39229.8205342003
"599","Winter",1992,"Albertville","France",18,"New Zealand",0,1,0,1,"New Zealand",41210013983,3531700,1,11668.6054826288
"600","Winter",1992,"Albertville","France",19,"Spain",0,0,1,1,"Spain",612583910505,39067745,1,15680.0427182321
"601","Winter",1992,"Albertville","France",20,"North Korea",0,0,1,1,"Korea, Dem. Rep.",0,20838090,1,0
"602","Summer",1988,"Seoul","South Korea",1,"Soviet Union",55,31,46,132,"Russian Federation",0,146857000,0,0
"603","Summer",1988,"Seoul","South Korea",2,"East Germany",37,35,30,102,"Germany",1355992248618,78144619,0,17352.3432063569
"604","Summer",1988,"Seoul","South Korea",3,"United States",36,31,27,94,"United States",5.2526e+12,244499000,0,21483.1144503659
"605","Summer",1988,"Seoul","South Korea",4,"West Germany",11,14,15,40,"Germany",1355992248618,78144619,0,17352.3432063569
"606","Summer",1988,"Seoul","South Korea",5,"Bulgaria",10,12,13,35,"Bulgaria",23002459532,8981446,0,2561.10870476758
"607","Summer",1988,"Seoul","South Korea",6,"South Korea",12,10,11,33,"Korea, Rep.",187446511819,41975000,0,4465.67032326385
"608","Summer",1988,"Seoul","South Korea",7,"China",5,11,12,28,"China",309522625242,1101630000,0,280.967861479807
"609","Summer",1988,"Seoul","South Korea",8,"Romania",7,11,6,24,"Romania",40424526826,23057662,0,1753.19279231346
"610","Summer",1988,"Seoul","South Korea",9,"Great Britain",5,10,9,24,"United Kingdom",851138384916,56928327,0,14951.0521346605
"611","Summer",1988,"Seoul","South Korea",10,"Hungary",11,6,6,23,"Hungary",28570620031,10596487,0,2696.23508536367
"612","Summer",1988,"Seoul","South Korea",11,"France",6,4,6,16,"France",1001159453805,57803824,0,17319.9519430583
"613","Summer",1988,"Seoul","South Korea",12,"Poland",2,5,9,16,"Poland",68823925668,37824487,0,1819.56005557987
"614","Summer",1988,"Seoul","South Korea",13,"Italy",6,4,4,14,"Italy",859052483314,56629288,0,15169.7560335563
"615","Summer",1988,"Seoul","South Korea",14,"Japan",4,3,7,14,"Japan",3015393553892,122613000,0,24592.7720053502
"616","Summer",1988,"Seoul","South Korea",15,"Australia",3,6,5,14,"Australia",236924476135,16532200,0,14331.0918168786
"617","Summer",1988,"Seoul","South Korea",16,"New Zealand",3,2,8,13,"New Zealand",44770068058,3283400,0,13635.2768648352
"618","Summer",1988,"Seoul","South Korea",17,"Yugoslavia",3,4,5,12,"Macedonia, FYR",0,1995338,0,0
"619","Summer",1988,"Seoul","South Korea",18,"Sweden",0,4,7,11,"Sweden",196376974801,8436489,0,23277.0972380809
"620","Summer",1988,"Seoul","South Korea",19,"Canada",3,2,5,10,"Canada",498166896888,26895000,0,18522.6583709983
"621","Summer",1988,"Seoul","South Korea",20,"Kenya",5,2,2,9,"Kenya",8355380879,21896890,0,381.578428671834
"622","Summer",1988,"Seoul","South Korea",21,"Netherlands",2,2,5,9,"Netherlands",242608986509,14760094,0,16436.8185262912
"623","Summer",1988,"Seoul","South Korea",22,"Czechoslovakia",3,3,2,8,"Czech Republic",0,10355276,0,0
"624","Summer",1988,"Seoul","South Korea",23,"Brazil",1,2,3,6,"Brazil",330397381998,144452622,0,2287.23700147167
"625","Summer",1988,"Seoul","South Korea",24,"Norway",2,3,0,5,"Norway",100057081479,4209488,0,23769.4183898374
"626","Summer",1988,"Seoul","South Korea",25,"Denmark",2,1,1,4,"Denmark",113230780658,5129516,0,22074.359580514
"627","Summer",1988,"Seoul","South Korea",26,"Spain",1,1,2,4,"Spain",365230566611,38715849,0,9433.61894533167
"628","Summer",1988,"Seoul","South Korea",27,"Finland",1,1,2,4,"Finland",107182658138,4946481,0,21668.4665599645
"629","Summer",1988,"Seoul","South Korea",28,"Switzerland",0,2,2,4,"Switzerland",197908057169,6593386,0,30016.1490877373
"630","Summer",1988,"Seoul","South Korea",29,"Morocco",1,0,2,3,"Morocco",22198388384,23739980,0,935.063482951544
"631","Summer",1988,"Seoul","South Korea",30,"Turkey",1,1,0,2,"Turkey",90852814005,52125597,0,1742.95968264881
"632","Summer",1988,"Seoul","South Korea",31,"Jamaica",0,2,0,2,"Jamaica",3828342820,2356400,0,1624.65745204549
"633","Summer",1988,"Seoul","South Korea",32,"Argentina",0,1,1,2,"Argentina",126206817196,31713147,0,3979.6371263943
"634","Summer",1988,"Seoul","South Korea",33,"Belgium",0,0,2,2,"Belgium",160323578328,9901664,0,16191.5793474713
"635","Summer",1988,"Seoul","South Korea",34,"Mexico",0,0,2,2,"Mexico",183144276294,82635332,0,2216.29503822893
"636","Summer",1988,"Seoul","South Korea",35,"Suriname",1,0,0,1,"Suriname",1160900000,393483,0,2950.31805694274
"637","Summer",1988,"Seoul","South Korea",36,"Austria",1,0,0,1,"Austria",131969428285,7585317,0,17398.0109578809
"638","Summer",1988,"Seoul","South Korea",37,"Portugal",1,0,0,1,"Portugal",55595568641,10019610,0,5548.67591063924
"639","Summer",1988,"Seoul","South Korea",38,"Chile",0,1,0,1,"Chile",24640912616,12757095,0,1931.54574893422
"640","Summer",1988,"Seoul","South Korea",39,"Iran",0,1,0,1,"Iran, Islamic Rep.",116305831423,53250434,0,2184.12926781029
"641","Summer",1988,"Seoul","South Korea",40,"Costa Rica",0,1,0,1,"Costa Rica",6063759371,2924348,0,2073.54233182918
"642","Summer",1988,"Seoul","South Korea",41,"United States Virgin Islands",0,1,0,1,"Virgin Islands (U.S.)",1204600064,104500,0,11527.2733397129
"643","Summer",1988,"Seoul","South Korea",43,"Peru",0,1,0,1,"Peru",12375610634,20875714,0,592.823346497274
"644","Summer",1988,"Seoul","South Korea",44,"Indonesia",0,1,0,1,"Indonesia",88787623310,172265107,0,515.412696489951
"645","Summer",1988,"Seoul","South Korea",45,"Senegal",0,1,0,1,"Senegal",4985152887,7062329,0,705.879446709435
"646","Summer",1988,"Seoul","South Korea",46,"Philippines",0,0,1,1,"Philippines",37885485203,58867229,0,643.575140983789
"647","Summer",1988,"Seoul","South Korea",47,"Colombia",0,0,1,1,"Colombia",39212545681,32009024,0,1225.04658939304
"648","Summer",1988,"Seoul","South Korea",48,"Thailand",0,0,1,1,"Thailand",61667254411,54956736,0,1122.1054760421
"649","Summer",1988,"Seoul","South Korea",49,"Mongolia",0,0,1,1,"Mongolia",3204461568,2089721,0,1533.43990322153
"650","Summer",1988,"Seoul","South Korea",50,"Pakistan",0,0,1,1,"Pakistan",38472741071,104583470,0,367.866366176223
"651","Summer",1988,"Seoul","South Korea",51,"Djibouti",0,0,1,1,"Djibouti",395794554,524393,0,754.767043038332
"652","Summer",1988,"Seoul","South Korea",52,"Greece",0,0,1,1,"Greece",72720009814,10036983,0,7245.20603591737
"653","Winter",1988,"Calgary","Canada",1,"Soviet Union",11,9,9,29,"Russian Federation",0,146857000,1,0
"654","Winter",1988,"Calgary","Canada",2,"East Germany",9,10,6,25,"Germany",1355992248618,78144619,1,17352.3432063569
"655","Winter",1988,"Calgary","Canada",3,"Switzerland",5,5,5,15,"Switzerland",197908057169,6593386,1,30016.1490877373
"656","Winter",1988,"Calgary","Canada",4,"Austria",3,5,2,10,"Austria",131969428285,7585317,1,17398.0109578809
"657","Winter",1988,"Calgary","Canada",5,"West Germany",2,4,2,8,"Germany",1355992248618,78144619,1,17352.3432063569
"658","Winter",1988,"Calgary","Canada",6,"Finland",4,1,2,7,"Finland",107182658138,4946481,1,21668.4665599645
"659","Winter",1988,"Calgary","Canada",7,"Netherlands",3,2,2,7,"Netherlands",242608986509,14760094,1,16436.8185262912
"660","Winter",1988,"Calgary","Canada",8,"Sweden",4,0,2,6,"Sweden",196376974801,8436489,1,23277.0972380809
"661","Winter",1988,"Calgary","Canada",9,"United States",2,1,3,6,"United States",5.2526e+12,244499000,1,21483.1144503659
"662","Winter",1988,"Calgary","Canada",10,"Italy",2,1,2,5,"Italy",859052483314,56629288,1,15169.7560335563
"663","Winter",1988,"Calgary","Canada",11,"Norway",0,3,2,5,"Norway",100057081479,4209488,1,23769.4183898374
"664","Winter",1988,"Calgary","Canada",12,"Canada",0,2,3,5,"Canada",498166896888,26895000,1,18522.6583709983
"665","Winter",1988,"Calgary","Canada",13,"Yugoslavia",0,2,1,3,"Macedonia, FYR",0,1995338,1,0
"666","Winter",1988,"Calgary","Canada",14,"Czechoslovakia",0,1,2,3,"Czech Republic",0,10355276,1,0
"667","Winter",1988,"Calgary","Canada",15,"France",1,0,1,2,"France",1001159453805,57803824,1,17319.9519430583
"668","Winter",1988,"Calgary","Canada",16,"Liechtenstein",0,0,1,1,"Liechtenstein",1161757671,28089,1,41359.8800598099
"669","Winter",1988,"Calgary","Canada",17,"Japan",0,0,1,1,"Japan",3015393553892,122613000,1,24592.7720053502
"670","Summer",1984,"Los Angeles","United States",1,"United States",83,61,30,174,"United States",4.0407e+12,235825000,0,17134.3157002014
"671","Summer",1984,"Los Angeles","United States",2,"West Germany",17,19,23,59,"Germany",701699792253,77858685,0,9012.47936891048
"672","Summer",1984,"Los Angeles","United States",3,"Romania",20,16,17,53,"Romania",0,22655940,0,0
"673","Summer",1984,"Los Angeles","United States",4,"Canada",10,18,16,44,"Canada",347140761331,25702000,0,13506.371540386
"674","Summer",1984,"Los Angeles","United States",5,"Great Britain",5,11,21,37,"United Kingdom",438830806065,56422072,0,7777.64428901158
"675","Summer",1984,"Los Angeles","United States",6,"China",15,8,9,32,"China",257432147241,1036825000,0,248.288908196658
"676","Summer",1984,"Los Angeles","United States",7,"Italy",14,6,12,32,"Italy",421898527725,56576718,0,7457.10501844593
"677","Summer",1984,"Los Angeles","United States",8,"Japan",10,8,14,32,"Japan",1294608503865,120018000,0,10786.7861809479
"678","Summer",1984,"Los Angeles","United States",9,"France",5,7,16,28,"France",521686181791,56489874,0,9235.03886362005
"679","Summer",1984,"Los Angeles","United States",10,"Australia",4,8,12,24,"Australia",193593551893,15544000,0,12454.5517172542
"680","Summer",1984,"Los Angeles","United States",11,"South Korea",6,6,7,19,"Korea, Rep.",93210997792,40406000,0,2306.86031262684
