Year,YearCode,Country Name,Country Code,GDP,Pop,olympiccountry,GameType,Year,locCity,locCountry,Rank,Gold,Silver,Bronze,Total,Participant,ParticMedalCheck,TotalAdj,AvgAnnualTemp,NumEvents,NumMedals
1976,YR1976,Rwanda,RWA,637753856,4499767,,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,19.01189995,23,343
1976,YR1976,Samoa,WSM,,152390,,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,,23,343
1976,YR1976,San Marino,SMR,,19986,,Summer,1976,Montreal,Canada,0,0,0,0,0,1,0,0,,23,343
1976,YR1976,Sao Tome and Principe,STP,,84874,,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,,23,343
1976,YR1976,Saudi Arabia,SAU,63838242167,7790588,Saudi Arabia,Summer,1976,Montreal,Canada,0,0,0,0,0,1,0,0,24.65100734,23,343
1976,YR1976,Senegal,SEN,2266860710,5032394,Senegal,Summer,1976,Montreal,Canada,0,0,0,0,0,1,0,0,27.87320583,23,343
1976,YR1976,Serbia,SRB,,0,Serbia,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,10.17899356,23,343
1976,YR1976,Seychelles,SYC,49278980,60704,,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,,23,343
1976,YR1976,Sierra Leone,SLE,594895649,2887735,,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,26.0437999,23,343
1976,YR1976,Singapore,SGP,6321005404,2293000,Singapore,Summer,1976,Montreal,Canada,0,0,0,0,0,1,0,0,,23,343
1976,YR1976,Sint Maarten (Dutch part),SXM,,0,,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,,23,343
1976,YR1976,Slovak Republic,SVK,,4789507,Slovakia,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,7.269396131,23,343
1976,YR1976,Slovenia,SVN,,1820249,Slovenia,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,8.04021112,23,343
1976,YR1976,Solomon Islands,SLB,83099108,200642,,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,25.67630043,23,343
1976,YR1976,Somalia,SOM,807275799,4259636,,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,26.76684425,23,343
1976,YR1976,South Africa,ZAF,35475199969,25268094,South Africa,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,17.59687334,23,343
1976,YR1976,South Sudan,SSD,,4222557,,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,26.92792645,23,343
1976,YR1976,Spain,ESP,115063799205,35939437,Spain,Summer,1976,Montreal,Canada,30,0,2,0,2,1,0,2,13.02547607,23,343
1976,YR1976,Sri Lanka,LKA,3591319857,13717000,Sri Lanka,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,26.75522735,23,343
1976,YR1976,St. Kitts and Nevis,KNA,30095602,44142,,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,,23,343
1976,YR1976,St. Lucia,LCA,,111211,,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,,23,343
1976,YR1976,St. Martin (French part),MAF,,6530,,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,,23,343
1976,YR1976,St. Vincent and the Grenadines,VCT,32792488,96639,,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,26.81999969,23,343
1976,YR1976,Sudan,SDN,6013210816,12506035,Sudan,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,26.82433383,23,343
1976,YR1976,Suriname,SUR,505500000,363278,Suriname,Summer,1976,Montreal,Canada,0,0,0,0,0,1,0,0,25.76608164,23,343
1976,YR1976,Swaziland,SWZ,272550000,533264,,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,20.41380005,23,343
1976,YR1976,Sweden,SWE,84781560642,8222286,Sweden,Summer,1976,Montreal,Canada,20,4,1,0,5,1,0,5,1.546350562,23,343
1976,YR1976,Switzerland,CHE,,6302504,Switzerland,Summer,1976,Montreal,Canada,24,1,1,2,4,1,0,4,4.749057397,23,343
1976,YR1976,Syrian Arab Republic,SYR,7633528922,7822610,Syria,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,17.64578075,23,343
1976,YR1976,Tajikistan,TJK,,3511050,Tajikistan,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,3.025248465,23,343
1976,YR1976,Tanzania,TZA,,16491793,Tanzania,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,22.30580982,23,343
1976,YR1976,Thailand,THA,16985208712,43382444,Thailand,Summer,1976,Montreal,Canada,37,0,0,1,1,1,0,1,26.24988821,23,343
1976,YR1976,Timor-Leste,TMP,,652114,,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,,23,343
1976,YR1976,Togo,TGO,619375149,2464459,Togo,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,26.79911137,23,343
1976,YR1976,Tonga,TON,30036429,89258,Tonga,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,,23,343
1976,YR1976,Trinidad and Tobago,TTO,2500420784,1025655,Trinidad and Tobago,Summer,1976,Montreal,Canada,34,1,0,0,1,1,0,1,25.8625002,23,343
1976,YR1976,Tunisia,TUN,4508139372,5742339,Tunisia,Summer,1976,Montreal,Canada,0,0,0,0,0,1,0,0,19.36345617,23,343
1976,YR1976,Turkey,TUR,51280134554,40100696,Turkey,Summer,1976,Montreal,Canada,0,0,0,0,0,1,0,0,10.93360648,23,343
1976,YR1976,Turkmenistan,TKM,,2587417,,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,15.21978049,23,343
1976,YR1976,Turks and Caicos Islands,TCA,,6723,,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,,23,343
1976,YR1976,Tuvalu,TUV,,7752,,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,,23,343
1976,YR1976,Uganda,UGA,2447300000,11139632,Uganda,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,22.59584155,23,343
1976,YR1976,Ukraine,UKR,,49036548,Ukraine,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,8.205565565,23,343
1976,YR1976,United Arab Emirates,ARE,19213022856,623450,United Arab Emirates,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,26.82560888,23,343
1976,YR1976,United Kingdom,GBR,227154794943,56211968,Great Britain,Summer,1976,Montreal,Canada,11,3,5,5,13,1,0,13,8.310239139,23,343
1976,YR1976,United States,USA,1877600000000,218035000,United States,Summer,1976,Montreal,Canada,2,34,35,25,94,1,0,94,6.754627068,23,343
1976,YR1976,Uruguay,URY,3667161241,2841603,Uruguay,Summer,1976,Montreal,Canada,0,0,0,0,0,1,0,0,17.5674857,23,343
1976,YR1976,Uzbekistan,UZB,,14386952,Uzbekistan,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,12.51938331,23,343
1976,YR1976,Vanuatu,VUT,,103024,,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,23.84049988,23,343
1976,YR1976,"Venezuela, RB",VEN,36272315695,13196169,Venezuela,Summer,1976,Montreal,Canada,35,0,1,0,1,1,0,1,25.31845425,23,343
1976,YR1976,Vietnam,VNM,,49157643,Vietnam,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,24.06964913,23,343
1976,YR1976,Virgin Islands (U.S.),VIR,440000000,96000,United States Virgin Islands,Summer,1976,Montreal,Canada,0,0,0,0,0,1,0,0,25.74300003,23,343
1976,YR1976,West Bank and Gaza,WBG,,0,,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,,23,343
1976,YR1976,"Yemen, Rep.",YEM,,6866630,,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,23.15716874,23,343
1976,YR1976,Zambia,ZMB,2742859309,5131916,Zambia,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,21.58413197,23,343
1976,YR1976,Zimbabwe,ZWE,4318372004,6373946,Zimbabwe,Summer,1976,Montreal,Canada,0,0,0,0,0,0,0,0,21.03138971,23,343
1980,YR1980,Afghanistan,AFG,3641723447,13180431,Afghanistan,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,1,0,0,12.92145452,23,287
1980,YR1980,Albania,ALB,,2734776,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,11.26980007,23,287
1980,YR1980,Algeria,DZA,42345276288,19475204,Algeria,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,1,0,0,22.57579114,23,287
1980,YR1980,American Samoa,ASM,,32456,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,,23,287
1980,YR1980,Andorra,ADO,446377495,36063,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,1,0,0,,23,287
1980,YR1980,Angola,AGO,,7637141,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,1,0,0,21.51093269,23,287
1980,YR1980,Antigua and Barbuda,ATG,110066665,70301,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,,23,287
1980,YR1980,Argentina,ARG,76961923742,28120135,Argentina,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,14.21522492,23,287
1980,YR1980,Armenia,ARM,,3096298,Armenia,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,6.374361625,23,287
1980,YR1980,Aruba,ABW,,60096,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,,23,287
1980,YR1980,Australia,AUS,149957660167,14692000,Australia,Summer,1980,Moskva,Soviet Union,14,2,2,5,9,1,0,9,21.50667634,23,287
1980,YR1980,Austria,AUT,81215814720,7549433,Austria,Summer,1980,Moskva,Soviet Union,21,1,2,1,4,1,0,4,6.186012748,23,287
1980,YR1980,Azerbaijan,AZE,,6163990,Azerbaijan,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,12.22434447,23,287
1980,YR1980,"Bahamas, The",BHS,1335299968,210660,Bahamas,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,25.06333351,23,287
1980,YR1980,Bahrain,BHR,3072698346,359902,Bahrain,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,,23,287
1980,YR1980,Bangladesh,BGD,18138049096,82498440,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,25.4709131,23,287
1980,YR1980,Barbados,BRB,860438453,248784,Barbados,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,,23,287
1980,YR1980,Belarus,BLR,,9643000,Belarus,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,6.294930099,23,287
1980,YR1980,Belgium,BEL,125285531605,9859242,Belgium,Summer,1980,Moskva,Soviet Union,30,1,0,0,1,1,0,1,9.514241274,23,287
1980,YR1980,Belize,BLZ,194750000,144151,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,25.06433296,23,287
1980,YR1980,Benin,BEN,1405251844,3718024,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,1,0,0,27.46155267,23,287
1980,YR1980,Bermuda,BMU,613299968,54670,Bermuda,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,,23,287
1980,YR1980,Bhutan,BTN,135653290,412745,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,8.57504293,23,287
1980,YR1980,Bolivia,BOL,4537487843,5368901,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,20.97503004,23,287
1980,YR1980,Bosnia and Herzegovina,BIH,,4099903,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,9.016531835,23,287
1980,YR1980,Botswana,BWA,1060889705,997534,Botswana,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,1,0,0,21.47853885,23,287
1980,YR1980,Brazil,BRA,235024598984,121740438,Brazil,Summer,1980,Moskva,Soviet Union,19,2,0,2,4,1,0,4,24.91577183,23,287
1980,YR1980,Brunei Darussalam,BRN,4928824958,193049,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,25.93400002,23,287
1980,YR1980,Bulgaria,BGR,20039628408,8861535,Bulgaria,Summer,1980,Moskva,Soviet Union,3,8,16,17,41,1,0,41,10.39676164,23,287
1980,YR1980,Burkina Faso,BFA,1928719884,6822840,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,28.17636051,23,287
1980,YR1980,Burundi,BDI,919726667,4126538,Burundi,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,20.26609974,23,287
1980,YR1980,Cambodia,KHM,,6699273,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,26.93950004,23,287
1980,YR1980,Cameroon,CMR,6740757493,8932121,Cameroon,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,1,0,0,24.52785039,23,287
1980,YR1980,Canada,CAN,268893260349,24593000,Canada,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,-7.144579613,23,287
1980,YR1980,Cape Verde,CPV,142246876,301591,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,,23,287
1980,YR1980,Cayman Islands,CYM,,16164,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,,23,287
1980,YR1980,Central African Republic,CAF,797048197,2274089,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,24.83925494,23,287
1980,YR1980,Chad,TCD,1033002402,4512758,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,26.65074126,23,287
1980,YR1980,Channel Islands,CHI,,128213,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,,23,287
1980,YR1980,Chile,CHL,27572307600,11192384,Chile,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,8.369828303,23,287
1980,YR1980,China,CHN,189399992474,981235000,China,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,6.325663982,23,287
1980,YR1980,Colombia,COL,33400712095,26934591,Colombia,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,1,0,0,24.40381182,23,287
1980,YR1980,Comoros,COM,123505661,313598,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,23.98699951,23,287
1980,YR1980,"Congo, Dem. Rep.",ZAR,14394927493,26357407,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,,23,287
1980,YR1980,"Congo, Rep.",COG,1705796850,1796412,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,1,0,0,24.52032734,23,287
1980,YR1980,Costa Rica,CRI,4831447173,2348427,Costa Rica,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,1,0,0,23.85092872,23,287
1980,YR1980,Cote d'Ivoire,CIV,10175617589,8265549,Cote d'Ivoire,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,26.29971557,23,287
1980,YR1980,Croatia,HRV,,4588000,Croatia,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,10.47091069,23,287
1980,YR1980,Cuba,CUB,19912889808,9835085,Cuba,Summer,1980,Moskva,Soviet Union,8,8,7,5,20,1,0,20,25.13007697,23,287
1980,YR1980,Curacao,CUW,,0,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,,23,287
1980,YR1980,Cyprus,CYP,2154311328,685406,Cyprus,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,1,0,0,18.71350002,23,287
1980,YR1980,Czech Republic,CZE,,10304193,Czech Republic,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,7.665499973,23,287
1980,YR1980,Denmark,DNK,69709363190,5123027,Denmark,Summer,1980,Moskva,Soviet Union,17,2,1,2,5,1,0,5,7.818978497,23,287
1980,YR1980,Djibouti,DJI,,359247,Djibouti,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,27.64300019,23,287
1980,YR1980,Dominica,DMA,59099999,75313,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,,23,287
1980,YR1980,Dominican Republic,DOM,6631000064,5825715,Dominican Republic,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,1,0,0,23.92974985,23,287
1980,YR1980,Ecuador,ECU,17881514683,7909432,Ecuador,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,1,0,0,21.32904646,23,287
1980,YR1980,"Egypt, Arab Rep.",EGY,22912499712,44931971,Egypt,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,22.12045302,23,287
1980,YR1980,El Salvador,SLV,3573959885,4660556,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,24.77087498,23,287
1980,YR1980,Equatorial Guinea,GNQ,,220589,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,24.12599966,23,287
1980,YR1980,Eritrea,ERI,,2414647,Eritrea,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,26.06832509,23,287
1980,YR1980,Estonia,EST,,1477219,Estonia,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,5.030938424,23,287
1980,YR1980,Ethiopia,ETH,,35241209,Ethiopia,Summer,1980,Moskva,Soviet Union,20,2,0,2,4,1,0,4,22.37039295,23,287
1980,YR1980,Faeroe Islands,FRO,,43010,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,,23,287
1980,YR1980,Fiji,FJI,1202567355,635256,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,23.37100029,23,287
1980,YR1980,Finland,FIN,53007650622,4779535,Finland,Summer,1980,Moskva,Soviet Union,15,3,1,4,8,1,0,8,1.347861143,23,287
1980,YR1980,France,FRA,690324433406,55224670,France,Summer,1980,Moskva,Soviet Union,10,6,5,3,14,1,0,14,10.54372223,23,287
1980,YR1980,French Polynesia,PYF,1362151524,151702,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,,23,287
1980,YR1980,Gabon,GAB,4279637934,726454,Gabon,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,24.99982139,23,287
1980,YR1980,"Gambia, The",GMB,241083134,604371,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,26.772,23,287
1980,YR1980,Georgia,GEO,,4467700,Georgia,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,7.3648176,23,287
1980,YR1980,Germany,DEU,919609249883,78288576,Germany,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,8.504451892,23,287
1980,YR1980,Ghana,GHA,4445228031,10802497,Ghana,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,27.25177926,23,287
1980,YR1980,Greece,GRC,54190721018,9642505,Greece,Summer,1980,Moskva,Soviet Union,24,1,0,2,3,1,0,3,13.65550198,23,287
1980,YR1980,Greenland,GRL,476051769,50200,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,,23,287
1980,YR1980,Grenada,GRD,83614813,89004,Grenada,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,,23,287
1980,YR1980,Guam,GUM,,104131,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,,23,287
1980,YR1980,Guatemala,GTM,7878700032,7001101,Guatemala,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,1,0,0,23.07117961,23,287
1980,YR1980,Guinea,GIN,,4495479,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,1,0,0,25.5476409,23,287
1980,YR1980,Guinea-Bissau,GNB,110653831,818280,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,26.60800037,23,287
1980,YR1980,Guyana,GUY,603200000,776927,Guyana,Summer,1980,Moskva,Soviet Union,35,0,0,1,1,1,0,1,25.79536357,23,287
1980,YR1980,Haiti,HTI,,5691941,Haiti,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,24.47507682,23,287
1980,YR1980,Honduras,HND,2566000032,3635862,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,23.38608334,23,287
1980,YR1980,"Hong Kong SAR, China",HKG,28861759209,5063100,Hong Kong,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,,23,287
1980,YR1980,Hungary,HUN,22163405825,10711122,Hungary,Summer,1980,Moskva,Soviet Union,4,7,10,15,32,1,0,32,10.06144773,23,287
1980,YR1980,Iceland,ISL,3331325043,228138,Iceland,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,1,0,0,1.351408623,23,287
1980,YR1980,India,IND,189594121314,698965575,India,Summer,1980,Moskva,Soviet Union,31,1,0,0,1,1,0,1,23.94543419,23,287
1980,YR1980,Indonesia,IDN,78013206038,145494452,Indonesia,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,25.71897008,23,287
1980,YR1980,"Iran, Islamic Rep.",IRN,90041228622,38889520,Iran,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,16.92655784,23,287
1980,YR1980,Iraq,IRQ,47562146134,13653358,Iraq,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,1,0,0,21.57999357,23,287
1980,YR1980,Ireland,IRL,21357236498,3412800,Ireland,Summer,1980,Moskva,Soviet Union,29,0,1,1,2,1,0,2,9.107924359,23,287
1980,YR1980,Isle of Man,IMY,,65108,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,,23,287
1980,YR1980,Israel,ISR,21780968646,3878000,Israel,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,19.69800023,23,287
1980,YR1980,Italy,ITA,459830080798,56433883,Italy,Summer,1980,Moskva,Soviet Union,9,8,3,4,15,1,0,15,11.5006943,23,287
1980,YR1980,Jamaica,JAM,2679379401,2133000,Jamaica,Summer,1980,Moskva,Soviet Union,26,0,0,3,3,1,0,3,24.46899986,23,287
1980,YR1980,Japan,JPN,1086988088501,116782000,Japan,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,10.36272594,23,287
1980,YR1980,Jordan,JOR,3909708819,2181000,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,1,0,0,18.35282849,23,287
1980,YR1980,Kazakhstan,KAZ,,14898332,Kazakhstan,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,5.987870514,23,287
1980,YR1980,Kenya,KEN,7265315332,16267906,Kenya,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,24.49946529,23,287
1980,YR1980,Kiribati,KIR,27935550,54510,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,,23,287
1980,YR1980,"Korea, Dem. Rep.",PRK,,17372172,North Korea,Summer,1980,Moskva,Soviet Union,18,0,3,2,5,1,0,5,4.856629418,23,287
1980,YR1980,"Korea, Rep.",KOR,63834351283,38124000,South Korea,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,10.65980231,23,287
1980,YR1980,Kosovo,KSV,,1521000,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,8.424016637,23,287
1980,YR1980,Kuwait,KWT,28638869294,1371494,Kuwait,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,1,0,0,25.15349984,23,287
1980,YR1980,Kyrgyz Republic,KGZ,,3617400,Kyrgyzstan,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,1.093056123,23,287
1980,YR1980,Lao PDR,LAO,,3250924,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,1,0,0,23.21746666,23,287
1980,YR1980,Latvia,LVA,,2511701,Latvia,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,5.626625729,23,287
1980,YR1980,Lebanon,LBN,,2605294,Lebanon,Summer,1980,Moskva,Soviet Union,36,0,0,1,1,1,0,1,15.61349988,23,287
1980,YR1980,Lesotho,LSO,431542682,1307403,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,1,0,0,11.97447515,23,287
1980,YR1980,Liberia,LBR,854711504,1892529,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,25.2524195,23,287
1980,YR1980,Libya,LBY,,3078255,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,1,0,0,21.89996952,23,287
1980,YR1980,Liechtenstein,LIE,534699257,25869,Liechtenstein,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,,23,287
1980,YR1980,Lithuania,LTU,,3413202,Lithuania,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,6.244905105,23,287
1980,YR1980,Luxembourg,LUX,5967924324,364150,Luxembourg,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,1,0,0,8.88189983,23,287
1980,YR1980,"Macao SAR, China",MAC,,246236,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,,23,287
1980,YR1980,"Macedonia, FYR",MKD,,1895727,Yugoslavia,Summer,1980,Moskva,Soviet Union,13,2,3,4,9,0,1,0,9.853518182,23,287
1980,YR1980,Madagascar,MDG,4042139902,8746516,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,1,0,0,22.01356848,23,287
1980,YR1980,Malawi,MWI,1237662106,6236824,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,21.97876318,23,287
1980,YR1980,Malaysia,MYS,24937045114,13833739,Malaysia,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,25.13883809,23,287
1980,YR1980,Maldives,MDV,42463576,154316,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,,23,287
1980,YR1980,Mali,MLI,1787338105,6735247,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,1,0,0,28.29987354,23,287
1980,YR1980,Malta,MLT,1250199056,316645,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,1,0,0,,23,287
1980,YR1980,Marshall Islands,MHL,,30581,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,,23,287
1980,YR1980,Mauritania,MRT,709041452,1534141,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,27.69289724,23,287
1980,YR1980,Mauritius,MUS,1136544231,966000,Mauritius,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,23.12700081,23,287
1980,YR1980,Mexico,MEX,194356825709,70353013,Mexico,Summer,1980,Moskva,Soviet Union,23,0,1,3,4,1,0,4,20.54469315,23,287
1980,YR1980,"Micronesia, Fed. Sts.",FSM,,72967,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,,23,287
1980,YR1980,Moldova,MDA,,3397000,Moldova,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,9.667174936,23,287
1980,YR1980,Monaco,MCO,1378130996,26746,Monaco,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,,23,287
1980,YR1980,Mongolia,MNG,,1689621,Mongolia,Summer,1980,Moskva,Soviet Union,22,0,2,2,4,1,0,4,-0.49904369,23,287
1980,YR1980,Montenegro,MNE,,579088,Montenegro,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,7.906949917,23,287
1980,YR1980,Morocco,MAR,18820809836,19798703,Morocco,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,17.2250961,23,287
1980,YR1980,Mozambique,MOZ,3526260657,12142014,Mozambique,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,1,0,0,23.68935959,23,287
1980,YR1980,Myanmar,MMR,,34474755,,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,1,0,0,22.95692088,23,287
1980,YR1980,Namibia,NAM,2168627165,1012761,Namibia,Summer,1980,Moskva,Soviet Union,0,0,0,0,0,0,0,0,20.03803485,23,287
