Year,YearCode,Country Name,Country Code,GDP,Pop,olympiccountry,GameType,Year,locCity,locCountry,Rank,Gold,Silver,Bronze,Total,Participant,ParticMedalCheck,TotalAdj,AvgAnnualTemp,NumEvents,NumMedals
1964,YR1964,Moldova,MDA,,2774000,Moldova,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,9.667174936,11,69
1964,YR1964,Monaco,MCO,,23237,Monaco,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,,11,69
1964,YR1964,Mongolia,MNG,,1074511,Mongolia,Winter,1964,Innsbruck,Austria,0,0,0,0,0,1,0,0,-0.49904369,11,69
1964,YR1964,Montenegro,MNE,,501813,Montenegro,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,7.906949917,11,69
1964,YR1964,Morocco,MAR,2798345226,13737160,Morocco,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,17.2250961,11,69
1964,YR1964,Mozambique,MOZ,,8296721,Mozambique,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,23.68935959,11,69
1964,YR1964,Myanmar,MMR,,23471163,,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,22.95692088,11,69
1964,YR1964,Namibia,NAM,,665297,Namibia,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,20.03803485,11,69
1964,YR1964,Nepal,NPL,496098772,10247834,,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,12.74394041,11,69
1964,YR1964,Netherlands,NLD,18699380731,12127120,Netherlands,Winter,1964,Innsbruck,Austria,11,1,1,0,2,1,0,2,9.201737643,11,69
1964,YR1964,New Caledonia,NCL,,89880,,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,21.96499983,11,69
1964,YR1964,New Zealand,NZL,7274144351,2585400,New Zealand,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,9.975832156,11,69
1964,YR1964,Nicaragua,NIC,347119918,2002244,,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,24.58878273,11,69
1964,YR1964,Niger,NER,582816396,3729912,Niger,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,27.23872952,11,69
1964,YR1964,Nigeria,NGA,5552931029,49169820,Nigeria,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,26.78221455,11,69
1964,YR1964,Northern Mariana Islands,MNP,,10901,,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,,11,69
1964,YR1964,Norway,NOR,7159202706,3694339,Norway,Winter,1964,Innsbruck,Austria,2,3,6,6,15,1,0,15,0.753892466,11,69
1964,YR1964,Oman,OMN,61872522,608889,,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,25.45410276,11,69
1964,YR1964,Pakistan,PAK,5130407637,50404401,Pakistan,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,19.9810149,11,69
1964,YR1964,Palau,PLW,,10593,,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,,11,69
1964,YR1964,Panama,PAN,600800000,1280601,Panama,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,24.72233335,11,69
1964,YR1964,Papua New Guinea,PNG,305312044,2116831,,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,25.053585,11,69
1964,YR1964,Paraguay,PRY,,2120601,Paraguay,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,23.48019004,11,69
1964,YR1964,Peru,PER,4241381119,11144018,Peru,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,19.45650895,11,69
1964,YR1964,Philippines,PHL,5271360643,29961902,Philippines,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,25.32667419,11,69
1964,YR1964,Poland,POL,,31139450,Poland,Winter,1964,Innsbruck,Austria,0,0,0,0,0,1,0,0,7.868831915,11,69
1964,YR1964,Portugal,PRT,4235608178,9035365,Portugal,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,14.97038087,11,69
1964,YR1964,Puerto Rico,PRI,2570399744,2554066,Puerto Rico,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,24.27766673,11,69
1964,YR1964,Qatar,QAT,,67497,Qatar,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,26.9173336,11,69
1964,YR1964,Romania,ROM,,18919126,Romania,Winter,1964,Innsbruck,Austria,0,0,0,0,0,1,0,0,,11,69
1964,YR1964,Russian Federation,RUS,,125344803,Russia,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,-6.321294479,11,69
1964,YR1964,Rwanda,RWA,129999995,3161719,,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,19.01189995,11,69
1964,YR1964,Samoa,WSM,,123354,,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,,11,69
1964,YR1964,San Marino,SMR,,17033,,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,,11,69
1964,YR1964,Sao Tome and Principe,STP,,64209,,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,,11,69
1964,YR1964,Saudi Arabia,SAU,,4657855,Saudi Arabia,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,24.65100734,11,69
1964,YR1964,Senegal,SEN,939145912,3548083,Senegal,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,27.87320583,11,69
1964,YR1964,Serbia,SRB,,0,Serbia,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,10.17899356,11,69
1964,YR1964,Seychelles,SYC,15393032,46322,,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,,11,69
1964,YR1964,Sierra Leone,SLE,371848128,2285313,,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,26.0437999,11,69
1964,YR1964,Singapore,SGP,893722817,1842000,Singapore,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,,11,69
1964,YR1964,Sint Maarten (Dutch part),SXM,,0,,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,,11,69
1964,YR1964,Slovak Republic,SVK,,4327341,Slovakia,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,7.269396131,11,69
1964,YR1964,Slovenia,SVN,,1632114,Slovenia,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,8.04021112,11,69
1964,YR1964,Solomon Islands,SLB,,132787,,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,25.67630043,11,69
1964,YR1964,Somalia,SOM,229531202,3002173,,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,26.76684425,11,69
1964,YR1964,South Africa,ZAF,10071641671,19390554,South Africa,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,17.59687334,11,69
1964,YR1964,South Sudan,SSD,,3196264,,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,26.92792645,11,69
1964,YR1964,Spain,ESP,21343844644,31609195,Spain,Winter,1964,Innsbruck,Austria,0,0,0,0,0,1,0,0,13.02547607,11,69
1964,YR1964,Sri Lanka,LKA,1321840726,10903000,Sri Lanka,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,26.75522735,11,69
1964,YR1964,St. Kitts and Nevis,KNA,13416633,49934,,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,,11,69
1964,YR1964,St. Lucia,LCA,,94813,,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,,11,69
1964,YR1964,St. Martin (French part),MAF,,4748,,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,,11,69
1964,YR1964,St. Vincent and the Grenadines,VCT,14758296,85076,,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,26.81999969,11,69
1964,YR1964,Sudan,SDN,1388342551,8475765,Sudan,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,26.82433383,11,69
1964,YR1964,Suriname,SUR,120850000,323428,Suriname,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,25.76608164,11,69
1964,YR1964,Swaziland,SWZ,64980588,382575,,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,20.41380005,11,69
1964,YR1964,Sweden,SWE,21137242561,7661354,Sweden,Winter,1964,Innsbruck,Austria,7,3,3,1,7,1,0,7,1.546350562,11,69
1964,YR1964,Switzerland,CHE,14480556572,5789228,Switzerland,Winter,1964,Innsbruck,Austria,0,0,0,0,0,1,0,0,4.749057397,11,69
1964,YR1964,Syrian Arab Republic,SYR,1339494289,5224579,Syria,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,17.64578075,11,69
1964,YR1964,Tajikistan,TJK,,2401598,Tajikistan,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,3.025248465,11,69
1964,YR1964,Tanzania,TZA,,11338544,Tanzania,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,22.30580982,11,69
1964,YR1964,Thailand,THA,3889130444,30870998,Thailand,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,26.24988821,11,69
1964,YR1964,Timor-Leste,TMP,,537285,,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,,11,69
1964,YR1964,Togo,TGO,166104078,1662072,Togo,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,26.79911137,11,69
1964,YR1964,Tonga,TON,,71757,Tonga,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,,11,69
1964,YR1964,Trinidad and Tobago,TTO,711897539,903272,Trinidad and Tobago,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,25.8625002,11,69
1964,YR1964,Tunisia,TUN,1025866811,4530835,Tunisia,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,19.36345617,11,69
1964,YR1964,Turkey,TUR,11172953082,30292969,Turkey,Winter,1964,Innsbruck,Austria,0,0,0,0,0,1,0,0,10.93360648,11,69
1964,YR1964,Turkmenistan,TKM,,1829697,,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,15.21978049,11,69
1964,YR1964,Turks and Caicos Islands,TCA,,5705,,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,,11,69
1964,YR1964,Tuvalu,TUV,,6687,,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,,11,69
1964,YR1964,Uganda,UGA,589247478,7746181,Uganda,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,22.59584155,11,69
1964,YR1964,Ukraine,UKR,,44794336,Ukraine,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,8.205565565,11,69
1964,YR1964,United Arab Emirates,ARE,,134411,United Arab Emirates,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,26.82560888,11,69
1964,YR1964,United Kingdom,GBR,93387598814,54000000,Great Britain,Winter,1964,Innsbruck,Austria,12,1,0,0,1,1,0,1,8.310239139,11,69
1964,YR1964,United States,USA,656912089088,191889000,United States,Winter,1964,Innsbruck,Austria,8,1,2,4,7,1,0,7,6.754627068,11,69
1964,YR1964,Uruguay,URY,1974511146,2665561,Uruguay,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,17.5674857,11,69
1964,YR1964,Uzbekistan,UZB,,9888629,Uzbekistan,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,12.51938331,11,69
1964,YR1964,Vanuatu,VUT,,72131,,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,23.84049988,11,69
1964,YR1964,"Venezuela, RB",VEN,9113580696,8785731,Venezuela,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,25.31845425,11,69
1964,YR1964,Vietnam,VNM,,37573875,Vietnam,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,24.06964913,11,69
1964,YR1964,Virgin Islands (U.S.),VIR,53800000,41300,United States Virgin Islands,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,25.74300003,11,69
1964,YR1964,West Bank and Gaza,WBG,,0,,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,,11,69
1964,YR1964,"Yemen, Rep.",YEM,,5472775,,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,23.15716874,11,69
1964,YR1964,Zambia,ZMB,822639671,3472843,Zambia,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,21.58413197,11,69
1964,YR1964,Zimbabwe,ZWE,1217137959,4279559,Zimbabwe,Winter,1964,Innsbruck,Austria,0,0,0,0,0,0,0,0,21.03138971,11,69
1968,YR1968,Afghanistan,AFG,1373333367,10465770,Afghanistan,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,12.92145452,10,77
1968,YR1968,Albania,ALB,,2031167,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,11.26980007,10,77
1968,YR1968,Algeria,DZA,3852147113,13887045,Algeria,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,22.57579114,10,77
1968,YR1968,American Samoa,ASM,,25886,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,,10,77
1968,YR1968,Andorra,ADO,,21888,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,,10,77
1968,YR1968,Angola,AGO,,5715372,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,21.51093269,10,77
1968,YR1968,Antigua and Barbuda,ATG,,63176,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,,10,77
1968,YR1968,Argentina,ARG,26436857248,23269302,Argentina,Winter,1968,Grenoble,France,0,0,0,0,0,1,0,0,14.21522492,10,77
1968,YR1968,Armenia,ARM,,2394635,Armenia,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,6.374361625,10,77
1968,YR1968,Aruba,ABW,,58385,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,,10,77
1968,YR1968,Australia,AUS,32709149961,12009000,Australia,Winter,1968,Grenoble,France,0,0,0,0,0,1,0,0,21.50667634,10,77
1968,YR1968,Austria,AUT,12440625313,7415403,Austria,Winter,1968,Grenoble,France,3,3,4,4,11,1,0,11,6.186012748,10,77
1968,YR1968,Azerbaijan,AZE,,4950977,Azerbaijan,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,12.22434447,10,77
1968,YR1968,"Bahamas, The",BHS,444901969,158629,Bahamas,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,25.06333351,10,77
1968,YR1968,Bahrain,BHR,,200953,Bahrain,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,,10,77
1968,YR1968,Bangladesh,BGD,7483685483,62909226,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,25.4709131,10,77
1968,YR1968,Barbados,BRB,137300000,236997,Barbados,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,,10,77
1968,YR1968,Belarus,BLR,,8874552,Belarus,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,6.294930099,10,77
1968,YR1968,Belgium,BEL,21376353113,9618756,Belgium,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,9.514241274,10,77
1968,YR1968,Belize,BLZ,44910181,116061,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,25.06433296,10,77
1968,YR1968,Benin,BEN,326323106,2788551,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,27.46155267,10,77
1968,YR1968,Bermuda,BMU,150000000,53000,Bermuda,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,,10,77
1968,YR1968,Bhutan,BTN,,273954,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,8.57504293,10,77
1968,YR1968,Bolivia,BOL,908874536,4020815,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,20.97503004,10,77
1968,YR1968,Bosnia and Herzegovina,BIH,,3650807,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,9.016531835,10,77
1968,YR1968,Botswana,BWA,66248427,650835,Botswana,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,21.47853885,10,77
1968,YR1968,Brazil,BRA,33875881906,91377490,Brazil,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,24.91577183,10,77
1968,YR1968,Brunei Darussalam,BRN,160819287,118166,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,25.93400002,10,77
1968,YR1968,Bulgaria,BGR,,8369603,Bulgaria,Winter,1968,Grenoble,France,0,0,0,0,0,1,0,0,10.39676164,10,77
1968,YR1968,Burkina Faso,BFA,460442690,5434040,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,28.17636051,10,77
1968,YR1968,Burundi,BDI,183200000,3317315,Burundi,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,20.26609974,10,77
1968,YR1968,Cambodia,KHM,1065714249,6793560,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,26.93950004,10,77
1968,YR1968,Cameroon,CMR,1053076992,6437157,Cameroon,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,24.52785039,10,77
1968,YR1968,Canada,CAN,70759031842,20744000,Canada,Winter,1968,Grenoble,France,14,1,1,1,3,1,0,3,-7.144579613,10,77
1968,YR1968,Cape Verde,CPV,,260848,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,,10,77
1968,YR1968,Cayman Islands,CYM,,8632,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,,10,77
1968,YR1968,Central African Republic,CAF,191767442,1755260,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,24.83925494,10,77
1968,YR1968,Chad,TCD,453980096,3500777,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,26.65074126,10,77
1968,YR1968,Channel Islands,CHI,,118726,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,,10,77
1968,YR1968,Chile,CHL,7074820186,9220119,Chile,Winter,1968,Grenoble,France,0,0,0,0,0,1,0,0,8.369828303,10,77
1968,YR1968,China,CHN,69993499400,774510000,China,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,6.325663982,10,77
1968,YR1968,Colombia,COL,5918467519,20234946,Colombia,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,24.40381182,10,77
1968,YR1968,Comoros,COM,,221983,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,23.98699951,10,77
1968,YR1968,"Congo, Dem. Rep.",ZAR,3909780525,18913177,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,,10,77
1968,YR1968,"Congo, Rep.",COG,251247458,1259394,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,24.52032734,10,77
1968,YR1968,Costa Rica,CRI,773841500,1729135,Costa Rica,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,23.85092872,10,77
1968,YR1968,Cote d'Ivoire,CIV,1281281278,4794399,Cote d'Ivoire,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,26.29971557,10,77
1968,YR1968,Croatia,HRV,,4364000,Croatia,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,10.47091069,10,77
1968,YR1968,Cuba,CUB,,8413282,Cuba,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,25.13007697,10,77
1968,YR1968,Curacao,CUW,,0,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,,10,77
1968,YR1968,Cyprus,CYP,,598491,Cyprus,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,18.71350002,10,77
1968,YR1968,Czech Republic,CZE,,9876346,Czech Republic,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,7.665499973,10,77
1968,YR1968,Denmark,DNK,13196541952,4864883,Denmark,Winter,1968,Grenoble,France,0,0,0,0,0,1,0,0,7.818978497,10,77
1968,YR1968,Djibouti,DJI,,140459,Djibouti,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,27.64300019,10,77
1968,YR1968,Dominica,DMA,,69042,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,,10,77
1968,YR1968,Dominican Republic,DOM,1079100032,4271065,Dominican Republic,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,23.92974985,10,77
1968,YR1968,Ecuador,ECU,2582180794,5687634,Ecuador,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,21.32904646,10,77
1968,YR1968,"Egypt, Arab Rep.",EGY,6109112180,34660399,Egypt,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,22.12045302,10,77
1968,YR1968,El Salvador,SLV,1009760051,3537318,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,24.77087498,10,77
1968,YR1968,Equatorial Guinea,GNQ,67514286,288702,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,24.12599966,10,77
1968,YR1968,Eritrea,ERI,,1707748,Eritrea,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,26.06832509,10,77
1968,YR1968,Estonia,EST,,1334050,Estonia,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,5.030938424,10,77
1968,YR1968,Ethiopia,ETH,,26945326,Ethiopia,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,22.37039295,10,77
1968,YR1968,Faeroe Islands,FRO,,37718,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,,10,77
1968,YR1968,Fiji,FJI,166952937,498887,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,23.37100029,10,77
1968,YR1968,Finland,FIN,8823033880,4626469,Finland,Winter,1968,Grenoble,France,11,1,2,2,5,1,0,5,1.347861143,10,77
1968,YR1968,France,FRA,129847107788,51175036,France,Winter,1968,Grenoble,France,4,4,3,2,9,1,0,9,10.54372223,10,77
1968,YR1968,French Polynesia,PYF,259590076,103385,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,,10,77
1968,YR1968,Gabon,GAB,294468565,565080,Gabon,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,24.99982139,10,77
1968,YR1968,"Gambia, The",GMB,41160066,425509,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,26.772,10,77
1968,YR1968,Georgia,GEO,,4042300,Georgia,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,7.3648176,10,77
1968,YR1968,Germany,DEU,,77294314,Germany,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,8.504451892,10,77
1968,YR1968,Ghana,GHA,1667105562,8221194,Ghana,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,27.25177926,10,77
1968,YR1968,Greece,GRC,9915140546,8740765,Greece,Winter,1968,Grenoble,France,0,0,0,0,0,1,0,0,13.65550198,10,77
1968,YR1968,Greenland,GRL,,43400,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,,10,77
1968,YR1968,Grenada,GRD,,94875,Grenada,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,,10,77
1968,YR1968,Guam,GUM,,80219,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,,10,77
1968,YR1968,Guatemala,GTM,1610499968,5131566,Guatemala,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,23.07117961,10,77
1968,YR1968,Guinea,GIN,,4089829,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,25.5476409,10,77
1968,YR1968,Guinea-Bissau,GNB,,666641,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,26.60800037,10,77
1968,YR1968,Guyana,GUY,229750000,693051,Guyana,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,25.79536357,10,77
1968,YR1968,Haiti,HTI,,4538688,Haiti,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,24.47507682,10,77
1968,YR1968,Honduras,HND,646800016,2552200,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,23.38608334,10,77
1968,YR1968,"Hong Kong SAR, China",HKG,2716964388,3802700,Hong Kong,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,,10,77
1968,YR1968,Hungary,HUN,4684666743,10255815,Hungary,Winter,1968,Grenoble,France,0,0,0,0,0,1,0,0,10.06144773,10,77
1968,YR1968,Iceland,ISL,474399472,201488,Iceland,Winter,1968,Grenoble,France,0,0,0,0,0,1,0,0,1.351408623,10,77
1968,YR1968,India,IND,54016411987,531160986,India,Winter,1968,Grenoble,France,0,0,0,0,0,1,0,0,23.94543419,10,77
1968,YR1968,Indonesia,IDN,7467363479,108364330,Indonesia,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,25.71897008,10,77
1968,YR1968,"Iran, Islamic Rep.",IRN,8447898398,27113136,Iran,Winter,1968,Grenoble,France,0,0,0,0,0,1,0,0,16.92655784,10,77
1968,YR1968,Iraq,IRQ,3173340354,9260685,Iraq,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,21.57999357,10,77
1968,YR1968,Ireland,IRL,3278584478,2915550,Ireland,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,9.107924359,10,77
1968,YR1968,Isle of Man,IMY,,54289,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,,10,77
1968,YR1968,Israel,ISR,3959154192,2803000,Israel,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,19.69800023,10,77
1968,YR1968,Italy,ITA,87942231678,53235750,Italy,Winter,1968,Grenoble,France,12,4,0,0,4,1,0,4,11.5006943,10,77
1968,YR1968,Jamaica,JAM,1083839096,1823706,Jamaica,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,24.46899986,10,77
1968,YR1968,Japan,JPN,146601072686,101061000,Japan,Winter,1968,Grenoble,France,0,0,0,0,0,1,0,0,10.36272594,10,77
1968,YR1968,Jordan,JOR,561119776,1358918,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,18.35282849,10,77
1968,YR1968,Kazakhstan,KAZ,,12682452,Kazakhstan,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,5.987870514,10,77
1968,YR1968,Kenya,KEN,1353295458,10502250,Kenya,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,24.49946529,10,77
1968,YR1968,Kiribati,KIR,,41552,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,,10,77
1968,YR1968,"Korea, Dem. Rep.",PRK,,13608614,North Korea,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,4.856629418,10,77
1968,YR1968,"Korea, Rep.",KOR,5955336766,30574752,South Korea,Winter,1968,Grenoble,France,0,0,0,0,0,1,0,0,10.65980231,10,77
1968,YR1968,Kosovo,KSV,,1163000,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,8.424016637,10,77
1968,YR1968,Kuwait,KWT,2662798826,639328,Kuwait,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,25.15349984,10,77
1968,YR1968,Kyrgyz Republic,KGZ,,2818300,Kyrgyzstan,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,1.093056123,10,77
1968,YR1968,Lao PDR,LAO,,2554162,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,23.21746666,10,77
1968,YR1968,Latvia,LVA,,2323619,Latvia,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,5.626625729,10,77
1968,YR1968,Lebanon,LBN,,2210965,Lebanon,Winter,1968,Grenoble,France,0,0,0,0,0,1,0,0,15.61349988,10,77
1968,YR1968,Lesotho,LSO,61445975,990869,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,11.97447515,10,77
1968,YR1968,Liberia,LBR,276820652,1348448,,Winter,1968,Grenoble,France,0,0,0,0,0,0,0,0,25.2524195,10,77
