"","Year","YearCode","CountryName","CountryCode","GDP","Pop","olympiccountry","GameType","Yearextra","locCity","locCountry","Rank","Gold","Silver","Bronze","Total","Participant","ParticMedalCheck","TotalAdj","AvgAnnualTemp","NumEvents","NumMedals","logPop","logGDP","logGDPperCap","TotalAdjLagBy1","predicted","residuals"
"1991",1996,"YR1996","Fiji","FJI",2129266728,784647,"","Summer",1996,"Atlanta","United States",0,0,0,0,0,1,0,0,23.37100029,31,837,13.5729892140988,21.479043498242,7.90605428414321,0,0,0.215965051118689
"2205",2000,"YR2000","Fiji","FJI",1684109743,811647,"","Summer",2000,"Sydney","Australia",0,0,0,0,0,1,0,0,23.37100029,34,918,13.6068207955577,21.2445029186955,7.63768212313776,0,0,-0.135771482957016
"2419",2004,"YR2004","Fiji","FJI",2727507213,818995,"","Summer",2004,"Athina","Greece",0,0,0,0,0,1,0,0,23.37100029,34,920,13.6158332578105,21.7266539202143,8.11082066240382,0,0,0.235307977319565
"2633",2008,"YR2008","Fiji","FJI",3629936625,843851,"","Summer",2008,"Beijing","China",0,0,0,0,0,1,0,0,23.37100029,35,954,13.6457312177087,22.0124810263931,8.36674980868442,0,0,0.154906785121041
"2847",2012,"YR2012","Fiji","FJI",3907563305,874742,"","Summer",2012,"London","Great Britain",0,0,0,0,0,1,0,0,23.37100029,32,960,13.681684264718,22.0861798210244,8.40449555630641,0,0,0.291653148347707
"280",1964,"YR1964","Finland","FIN",7766655086,4548543,"Finland","Summer",1964,"Tokyo","Japan",18,3,0,2,5,1,0,5,1.347861143,22,339,15.3303175198656,22.7731054177759,7.44278789791027,5,6,-0.652320915319113
"494",1968,"YR1968","Finland","FIN",8823033880,4626469,"Finland","Summer",1968,"Ciudad de Mexico","Mexico",24,1,2,1,4,1,0,4,1.347861143,22,363,15.3473045001192,22.9006316251427,7.55332712502352,5,5,-1.3779274999354
"708",1972,"YR1972","Finland","FIN",14567968587,4639657,"Finland","Summer",1972,"Munchen","West Germany",17,3,1,4,8,1,0,8,1.347861143,25,382,15.3501509990562,23.4020910230679,8.05194002401166,4,4,3.63888345446726
"922",1976,"YR1976","Finland","FIN",31470995538,4725664,"Finland","Summer",1976,"Montreal","Canada",17,4,2,0,6,1,0,6,1.347861143,23,343,15.3685186381372,24.1723321820314,8.8038135438942,8,8,-1.55132146534585
"1136",1980,"YR1980","Finland","FIN",53007650622,4779535,"Finland","Summer",1980,"Moskva","Soviet Union",15,3,1,4,8,1,0,8,1.347861143,23,287,15.3798538194009,24.6937020914394,9.3138482720385,6,7,0.679332134006642
"1350",1984,"YR1984","Finland","FIN",52118124258,4881803,"Finland","Summer",1984,"Los Angeles","United States",15,4,2,6,12,1,0,12,1.347861143,27,610,15.4010251768062,24.6767785996452,9.27575342283899,8,10,1.52129798961428
"1564",1988,"YR1988","Finland","FIN",107182658138,4946481,"Finland","Summer",1988,"Seoul","South Korea",27,1,1,2,4,1,0,4,1.347861143,30,444,15.4141869726383,25.397800301396,9.98361332875774,12,10,-6.25360654009786
"1778",1992,"YR1992","Finland","FIN",110171223786,5041992,"Finland","Summer",1992,"Barcelona","Spain",28,1,2,2,5,1,0,5,1.347861143,32,692,15.4333118000568,25.4253015723968,9.99198977234002,4,5,-0.463905093580206
"1992",1996,"YR1996","Finland","FIN",128308309604,5124573,"Finland","Summer",1996,"Atlanta","United States",38,1,2,1,4,1,0,4,1.347861143,31,837,15.4495577624445,25.5777018734543,10.1281441110098,5,6,-1.73407113463542
"2206",2000,"YR2000","Finland","FIN",121793808734,5176209,"Finland","Summer",2000,"Sydney","Australia",44,2,1,1,4,1,0,4,1.347861143,34,918,15.4595834930185,25.5255953595181,10.0660118664996,4,5,-1.20693488700741
"2420",2004,"YR2004","Finland","FIN",189064585623,5228172,"Finland","Summer",2004,"Athina","Greece",61,0,2,0,2,1,0,2,1.347861143,34,920,15.4695722529555,25.9653545165051,10.4957822635496,4,5,-2.82282299623567
"2634",2008,"YR2008","Finland","FIN",271974219065,5313399,"Finland","Summer",2008,"Beijing","China",47,1,1,2,4,1,0,4,1.347861143,35,954,15.4857423014275,26.328973115901,10.8432308144734,2,3,0.942555313261216
"2848",2012,"YR2012","Finland","FIN",247545641553,5414293,"Finland","Summer",2012,"London","Great Britain",54,0,1,2,3,1,0,3,1.347861143,32,960,15.5045528666429,26.2348608122688,10.7303079456259,4,5,-1.73853586539951
"281",1964,"YR1964","France","FRA",94906593388,49361165,"France","Summer",1964,"Tokyo","Japan",10,1,8,6,15,1,0,15,10.54372223,22,339,17.7146745393899,25.276159017367,7.56148447797714,5,6,8.55834693239743
"495",1968,"YR1968","France","FRA",129847107788,51175036,"France","Summer",1968,"Ciudad de Mexico","Mexico",10,7,3,5,15,1,0,15,10.54372223,22,363,17.7507623929799,25.5896235013223,7.83886110834245,15,16,-0.572601411417685
"709",1972,"YR1972","France","FRA",200955006502,52776806,"France","Summer",1972,"Munchen","West Germany",14,2,4,7,13,1,0,13,10.54372223,25,382,17.7815823718616,26.026346871699,8.24476449983737,15,15,-2.47090272182963
"923",1976,"YR1976","France","FRA",367269735045,54328016,"France","Summer",1976,"Montreal","Canada",14,2,3,4,9,1,0,9,10.54372223,23,343,17.8105506002832,26.6293623879153,8.81881178763219,13,13,-4.00095901662722
"1137",1980,"YR1980","France","FRA",690324433406,55224670,"France","Summer",1980,"Moskva","Soviet Union",10,6,5,3,14,1,0,14,10.54372223,23,287,17.8269203316981,27.2604275173735,9.43350718567544,9,11,3.06550771608424
"1351",1984,"YR1984","France","FRA",521686181791,56489874,"France","Summer",1984,"Los Angeles","United States",9,5,7,16,28,1,0,28,10.54372223,27,610,17.8495719588157,26.9803320597369,9.13076010092119,14,17,11.1840203253437
"1565",1988,"YR1988","France","FRA",1001159453805,57803824,"France","Summer",1988,"Seoul","South Korea",11,6,4,6,16,1,0,16,10.54372223,30,444,17.8725654906237,27.6321798980861,9.75961440746236,28,26,-9.91767446445668
"1779",1992,"YR1992","France","FRA",1372967781908,58849212,"France","Summer",1992,"Barcelona","Spain",8,8,5,16,29,1,0,29,10.54372223,32,692,17.8904890016064,27.9479957769678,10.0575067753614,16,17,11.5225426514043
"1993",1996,"YR1996","France","FRA",1572776381587,59752020,"France","Summer",1996,"Atlanta","United States",6,15,7,15,37,1,0,37,10.54372223,31,837,17.9057135557358,28.0838635694329,10.1781500136971,29,29,8.03988332937374
"2207",2000,"YR2000","France","FRA",1326334899576,60911057,"France","Summer",2000,"Sydney","Australia",6,13,14,11,38,1,0,38,10.54372223,34,918,17.9249252761344,27.9134405395862,9.98851526345173,37,37,1.1901504976673
"2421",2004,"YR2004","France","FRA",2055678853687,62702121,"France","Summer",2004,"Athina","Greece",7,11,9,13,33,1,0,33,10.54372223,34,920,17.9539058327822,28.3516272517525,10.3977214189703,38,37,-4.36020701263235
"2635",2008,"YR2008","France","FRA",2831794045483,64371099,"France","Summer",2008,"Beijing","China",7,7,16,18,41,1,0,41,10.54372223,35,954,17.9801753170538,28.6719315650629,10.6917562480091,33,33,8.22281022717811
"2849",2012,"YR2012","France","FRA",2612878387760,65696689,"France","Summer",2012,"London","Great Britain",8,11,11,12,34,1,0,34,10.54372223,32,960,18.0005590864467,28.5914735601516,10.5909144737049,41,40,-6.07128759403028
"1353",1984,"YR1984","Gabon","GAB",3561451562,804319,"Gabon","Summer",1984,"Los Angeles","United States",0,0,0,0,0,1,0,0,24.99982139,27,610,13.5977512356394,21.9934340408409,8.39568280520157,0,2,-2.16023540276324
"1567",1988,"YR1988","Gabon","GAB",3834503378,896429,"Gabon","Summer",1988,"Seoul","South Korea",0,0,0,0,0,1,0,0,24.99982139,30,444,13.7061743720143,22.0673057661181,8.36113139410373,0,0,2.00235535160671
"1781",1992,"YR1992","Gabon","GAB",5592390833,998823,"Gabon","Summer",1992,"Barcelona","Spain",0,0,0,0,0,1,0,0,24.99982139,32,692,13.8143328647558,22.4446727308877,8.63033986613192,0,1,-0.794681288404227
"1995",1996,"YR1996","Gabon","GAB",5694040000,1108698,"Gabon","Summer",1996,"Atlanta","United States",0,0,0,0,0,1,0,0,24.99982139,31,837,13.9186969118443,22.4626858507161,8.54398893887179,0,0,-0.0894242520392983
"2209",2000,"YR2000","Gabon","GAB",5067865503,1225527,"Gabon","Summer",2000,"Sydney","Australia",0,0,0,0,0,1,0,0,24.99982139,34,918,14.0188815135314,22.3461855605764,8.32730404704508,0,0,-0.478010365901708
"2423",2004,"YR2004","Gabon","GAB",7178135606,1347125,"Gabon","Summer",2004,"Athina","Greece",0,0,0,0,0,1,0,0,24.99982139,34,920,14.1134832498991,22.6943055213853,8.58082227148614,0,0,-0.0663957882900628
"2637",2008,"YR2008","Gabon","GAB",15685389827,1482843,"Gabon","Summer",2008,"Beijing","China",0,0,0,0,0,1,0,0,24.99982139,35,954,14.209471749029,23.4759955317708,9.26652378274184,0,0,-0.299868232700783
"2851",2012,"YR2012","Gabon","GAB",18377083881,1632572,"Gabon","Summer",2012,"London","Great Britain",78,0,1,0,1,1,0,1,24.99982139,32,960,14.3056672432949,23.6343702841049,9.32870304080992,0,0,0.810341515820645
"1568",1988,"YR1988","Gambia, The","GMB",266672205,843060,"","Summer",1988,"Seoul","South Korea",0,0,0,0,0,1,0,0,26.772,30,444,13.6447934088284,19.4015307654984,5.75673735666998,0,0,2.82288530467289
"1782",1992,"YR1992","Gambia, The","GMB",714254263,979666,"","Summer",1992,"Barcelona","Spain",0,0,0,0,0,1,0,0,26.772,32,692,13.7949669762291,20.3867495675558,6.59178259132663,0,0,-0.161476591089296
"1996",1996,"YR1996","Gambia, The","GMB",848239401,1095930,"","Summer",1996,"Atlanta","United States",0,0,0,0,0,1,0,0,26.772,31,837,13.9071138758373,20.5586734664135,6.65155959057623,0,0,0.496372041436005
"2210",2000,"YR2000","Gambia, The","GMB",782913866,1228863,"","Summer",2000,"Sydney","Australia",0,0,0,0,0,1,0,0,26.772,34,918,14.0215999095926,20.4785332427955,6.45693333320296,0,0,0.096484937703703
"2424",2004,"YR2004","Gambia, The","GMB",578785601,1391934,"","Summer",2004,"Athina","Greece",0,0,0,0,0,1,0,0,26.772,34,920,14.1462047049593,20.1764426750797,6.03023797012042,0,0,0.707870292219852
"2638",2008,"YR2008","Gambia, The","GMB",965771303,1577984,"","Summer",2008,"Beijing","China",0,0,0,0,0,1,0,0,26.772,35,954,14.2716586409196,20.6884376177711,6.41677897685156,0,0,0.557120826742226
"2852",2012,"YR2012","Gambia, The","GMB",917292053,1791225,"","Summer",2012,"London","Great Britain",0,0,0,0,0,1,0,0,26.772,32,960,14.398410301293,20.6369364669735,6.23852616568048,0,0,0.731643443353573
"2211",2000,"YR2000","Georgia","GEO",3057453461,4418300,"Georgia","Summer",2000,"Sydney","Australia",34,0,0,6,6,1,0,6,7.3648176,34,918,15.3012655646858,21.8408482041506,6.53958263946476,2,2,3.79743070901039
"2425",2004,"YR2004","Georgia","GEO",5125273877,4318300,"Georgia","Summer",2004,"Athina","Greece",46,2,2,0,4,1,0,4,7.3648176,34,920,15.278372364253,22.3574497999577,7.07907743570464,6,6,-1.58102407260367
"2639",2008,"YR2008","Georgia","GEO",12799337250,4383800,"Georgia","Summer",2008,"Beijing","China",33,3,0,3,6,1,0,6,7.3648176,35,954,15.2934264861314,23.2726592291877,7.97923274305635,4,4,2.01468582938042
"2853",2012,"YR2012","Georgia","GEO",15747288816,4511800,"Georgia","Summer",2012,"London","Great Britain",33,1,3,3,7,1,0,7,7.3648176,32,960,15.3222067449365,23.4799340487338,8.15772730379737,6,6,1.24080259790706
"1998",1996,"YR1996","Germany","DEU",2436963867949,81914831,"Germany","Summer",1996,"Atlanta","United States",2,20,18,27,65,1,0,65,8.504451892,31,837,18.2211906191202,28.5217740640148,10.3005834448947,82,79,-13.6417289408761
"2212",2000,"YR2000","Germany","DEU",1886401326700,82211508,"Germany","Summer",2000,"Sydney","Australia",5,13,17,26,56,1,0,56,8.504451892,34,918,18.2248058502273,28.2656920700266,10.0408862197992,65,63,-7.09501183580066
"2426",2004,"YR2004","Germany","DEU",2726341472500,82516260,"Germany","Summer",2004,"Athina","Greece",5,13,16,20,49,1,0,49,8.504451892,34,920,18.2285059227941,28.6339817063982,10.4054757836041,56,54,-5.2756734045433
"2640",2008,"YR2008","Germany","DEU",3623686234299,82110097,"Germany","Summer",2008,"Beijing","China",6,16,10,15,41,1,0,41,8.504451892,35,954,18.2235715510264,28.9185129204215,10.6949413693951,49,48,-6.81180065303705
"2854",2012,"YR2012","Germany","DEU",3428130624839,81889839,"Germany","Summer",2012,"London","Great Britain",5,11,19,14,44,1,0,44,8.504451892,32,960,18.2208854751924,28.8630362212003,10.6421507460079,41,40,3.84338714140763
"287",1964,"YR1964","Ghana","GHA",1731576345,7513510,"Ghana","Summer",1964,"Tokyo","Japan",38,0,0,1,1,1,0,1,27.25177926,22,339,15.8322132913847,21.2722980126626,5.44008472127795,1,1,-0.455529048059736
"501",1968,"YR1968","Ghana","GHA",1667105562,8221194,"Ghana","Summer",1968,"Ciudad de Mexico","Mexico",0,0,0,0,0,1,0,0,27.25177926,22,363,15.9222260119583,21.2343547632452,5.31212875128699,1,1,-1.1308276057589
"715",1972,"YR1972","Ghana","GHA",2112593380,9083737,"Ghana","Summer",1972,"Munchen","West Germany",45,0,0,1,1,1,0,1,27.25177926,25,382,16.0219962297849,21.471182119769,5.449185889984,0,0,0.966601246141246
"1357",1984,"YR1984","Ghana","GHA",4412279889,12311805,"Ghana","Summer",1984,"Los Angeles","United States",0,0,0,0,0,1,0,0,27.25177926,27,610,16.3260691161688,22.2076573744489,5.88158825828006,1,3,-3.18308081754835
"1571",1988,"YR1988","Ghana","GHA",5197840964,13853171,"Ghana","Summer",1988,"Seoul","South Korea",0,0,0,0,0,1,0,0,27.25177926,30,444,16.4440247174605,22.371509177084,5.9274844596235,0,0,1.88655229025406
"1785",1992,"YR1992","Ghana","GHA",6416079583,15471695,"Ghana","Summer",1992,"Barcelona","Spain",58,0,0,1,1,1,0,1,27.25177926,32,692,16.5545227834509,22.5820731112679,6.02755032781694,0,1,0.140807727724099
"1999",1996,"YR1996","Ghana","GHA",6932984636,17169151,"Ghana","Summer",1996,"Atlanta","United States",0,0,0,0,0,1,0,0,27.25177926,31,837,16.6586247849418,22.6595562408362,6.00093145589448,1,1,-1.10702589454677
"2213",2000,"YR2000","Ghana","GHA",4982849054,18825034,"Ghana","Summer",2000,"Sydney","Australia",0,0,0,0,0,1,0,0,27.25177926,34,918,16.7506981377575,22.3292676635934,5.57856952583591,0,0,-0.494982800290244
"2427",2004,"YR2004","Ghana","GHA",8881419348,20835514,"Ghana","Summer",2004,"Athina","Greece",0,0,0,0,0,1,0,0,27.25177926,34,920,16.8521694925608,22.9072272176645,6.0550577251037,0,0,-0.154126034977747
"2641",2008,"YR2008","Ghana","GHA",28528016511,23110139,"Ghana","Summer",2008,"Beijing","China",0,0,0,0,0,1,0,0,27.25177926,35,954,16.9557819969447,24.0741524768317,7.11837047988703,0,1,-0.506164408994793
"2855",2012,"YR2012","Ghana","GHA",40710781539,25366462,"Ghana","Summer",2012,"London","Great Britain",0,0,0,0,0,1,0,0,27.25177926,32,960,17.0489384658001,24.4297587969926,7.38082033119246,0,0,-0.456601326263002
"288",1964,"YR1964","Greece","GRC",6680298251,8510429,"Greece","Summer",1964,"Tokyo","Japan",0,0,0,0,0,1,0,0,13.65550198,22,339,15.9568029105598,22.6224284718515,6.66562556129175,1,2,-1.87186047711576
"502",1968,"YR1968","Greece","GRC",9915140546,8740765,"Greece","Summer",1968,"Ciudad de Mexico","Mexico",44,0,0,1,1,1,0,1,13.65550198,22,363,15.9835082724054,23.017328773906,7.03382050150052,0,1,0.255004768959299
"716",1972,"YR1972","Greece","GRC",16101411778,8888628,"Greece","Summer",1972,"Munchen","West Germany",30,0,2,0,2,1,0,2,13.65550198,25,382,16.0002832648712,23.502172793167,7.50188952829577,1,2,0.407215919143254
"930",1976,"YR1976","Greece","GRC",29706226950,9188150,"Greece","Summer",1976,"Montreal","Canada",0,0,0,0,0,1,0,0,13.65550198,23,343,16.0334251683,24.1146225223953,8.08119735409529,2,2,-1.93017316405767
"1144",1980,"YR1980","Greece","GRC",54190721018,9642505,"Greece","Summer",1980,"Moskva","Soviet Union",24,1,0,2,3,1,0,3,13.65550198,23,287,16.0816914876021,24.7157755318059,8.6340840442038,0,2,1.27563817471208
"1358",1984,"YR1984","Greece","GRC",45790167010,9895801,"Greece","Summer",1984,"Los Angeles","United States",33,0,1,1,2,1,0,2,13.65550198,27,610,16.1076210837173,24.5473352109117,8.4397141271944,3,6,-3.77062472216221
"1572",1988,"YR1988","Greece","GRC",72720009814,10036983,"Greece","Summer",1988,"Seoul","South Korea",52,0,0,1,1,1,0,1,13.65550198,30,444,16.1217871290613,25.0098824217716,8.88809529271031,2,1,0.207967830827183
"1786",1992,"YR1992","Greece","GRC",110827664282,10369866,"Greece","Summer",1992,"Barcelona","Spain",39,2,0,0,2,1,0,2,13.65550198,32,692,16.1544146582322,25.4312422577307,9.27682759949855,1,3,-0.667189576689097
"2000",1996,"YR1996","Greece","GRC",138028597015,10709173,"Greece","Summer",1996,"Atlanta","United States",24,4,4,0,8,1,0,8,13.65550198,31,837,16.1866112218888,25.6507267253819,9.4641155034931,2,3,5.04187881870957
"2214",2000,"YR2000","Greece","GRC",124418164455,10917482,"Greece","Summer",2000,"Sydney","Australia",20,4,6,3,13,1,0,13,13.65550198,34,918,16.2058759156114,25.5469140231114,9.34103810750002,8,9,4.04125310807707
"2428",2004,"YR2004","Greece","GRC",227950420086,11061701,"Greece","Summer",2004,"Athina","Greece",17,6,6,4,16,1,0,16,13.65550198,34,920,16.2189993397012,26.1523939864908,9.93339464678956,13,13,2.70036671683974
"2642",2008,"YR2008","Greece","GRC",341593975533,11237094,"Greece","Summer",2008,"Beijing","China",48,0,2,2,4,1,0,4,13.65550198,35,954,16.2347308280771,26.5568886626778,10.3221578346007,16,16,-12.2208201702653
"2856",2012,"YR2012","Greece","GRC",249098684277,11280167,"Greece","Summer",2012,"London","Great Britain",64,0,0,2,2,1,0,2,13.65550198,32,960,16.2385566088891,26.2411149772937,10.0025583684046,4,5,-2.74641831161273
"720",1972,"YR1972","Guatemala","GTM",2101299968,5719315,"Guatemala","Summer",1972,"Munchen","West Germany",0,0,0,0,0,1,0,0,23.07117961,25,382,15.55935960094,21.4658220225352,5.90646242159524,0,0,-0.0279942686114708
"934",1976,"YR1976","Guatemala","GTM",4365300224,6352074,"Guatemala","Summer",1976,"Montreal","Canada",0,0,0,0,0,1,0,0,23.07117961,23,343,15.6642919317153,22.1969528037124,6.53266087199708,0,0,0.532324754704502
"1148",1980,"YR1980","Guatemala","GTM",7878700032,7001101,"Guatemala","Summer",1980,"Moskva","Soviet Union",0,0,0,0,0,1,0,0,23.07117961,23,287,15.7615779803658,22.7874287566487,7.02585077628291,0,1,-1.12857529347717
"1362",1984,"YR1984","Guatemala","GTM",9470000128,7731210,"Guatemala","Summer",1984,"Los Angeles","United States",0,0,0,0,0,1,0,0,23.07117961,27,610,15.860775941302,22.9713947576608,7.11061881635881,0,2,-2.47944154906393
"1576",1988,"YR1988","Guatemala","GTM",7841603176,8491594,"Guatemala","Summer",1988,"Seoul","South Korea",0,0,0,0,0,1,0,0,23.07117961,30,444,15.9545872909591,22.7827091371389,6.82812184617975,0,0,1.76403433054422
"1790",1992,"YR1992","Guatemala","GTM",10440842292,9312915,"Guatemala","Summer",1992,"Barcelona","Spain",0,0,0,0,0,1,0,0,23.07117961,32,692,16.0469127044354,23.0689910954568,7.02207839102144,0,1,-1.00485468797993
"2004",1996,"YR1996","Guatemala","GTM",15781579950,10214623,"Guatemala","Summer",1996,"Atlanta","United States",0,0,0,0,0,1,0,0,23.07117961,31,837,16.1393308790428,23.4821092709263,7.34277839188349,0,0,-0.421040812819767
"2218",2000,"YR2000","Guatemala","GTM",19290566570,11204183,"Guatemala","Summer",2000,"Sydney","Australia",0,0,0,0,0,1,0,0,23.07117961,34,918,16.2317977486811,23.6828820346095,7.45108428592841,0,1,-0.907162140980276
"2432",2004,"YR2004","Guatemala","GTM",23965280312,12367800,"Guatemala","Summer",2004,"Athina","Greece",0,0,0,0,0,1,0,0,23.07117961,34,920,16.3306068789153,23.899871966214,7.56926508729866,0,0,-0.455244189516194
"2646",2008,"YR2008","Guatemala","GTM",39136286496,13648307,"Guatemala","Summer",2008,"Beijing","China",0,0,0,0,0,1,0,0,23.07117961,35,954,16.4291260425989,24.3903159169477,7.96118987434874,0,1,-0.599145598399498
"2860",2012,"YR2012","Guatemala","GTM",50233749191,15082831,"Guatemala","Summer",2012,"London","Great Britain",73,0,1,0,1,1,0,1,23.07117961,32,960,16.5290676350201,24.6399529323967,8.11088529737661,0,1,0.482960122842306
"1577",1988,"YR1988","Guinea","GIN",2384295764,5535918,"","Summer",1988,"Seoul","South Korea",0,0,0,0,0,1,0,0,25.5476409,30,444,15.5267679640312,21.592169640535,6.06540167650377,0,0,2.133734818131
"1791",1992,"YR1992","Guinea","GIN",3284625277,6734242,"","Summer",1992,"Barcelona","Spain",0,0,0,0,0,1,0,0,25.5476409,32,692,15.7227158150934,21.9125184114479,6.18980259635457,0,1,-0.646474851033948
"2005",1996,"YR1996","Guinea","GIN",3869032271,8094751,"","Summer",1996,"Atlanta","United States",0,0,0,0,0,1,0,0,25.5476409,31,837,15.9067263848926,22.076270253545,6.16954386865241,0,0,0.0133042440872905
"2219",2000,"YR2000","Guinea","GIN",2995360969,8746128,"","Summer",2000,"Sydney","Australia",0,0,0,0,0,1,0,0,25.5476409,34,918,15.9841216461097,21.8203305851245,5.83620893901479,0,0,-0.332203260781346
"2433",2004,"YR2004","Guinea","GIN",3666349049,9379621,"","Summer",2004,"Athina","Greece",0,0,0,0,0,1,0,0,25.5476409,34,920,16.0540499150488,22.0224621943247,5.96841227927586,0,0,0.124519781677844
"2647",2008,"YR2008","Guinea","GIN",4515824643,10314678,"","Summer",2008,"Beijing","China",0,0,0,0,0,1,0,0,25.5476409,35,954,16.1490784873255,22.2308536523205,6.08177516499499,0,0,0.0674102116654324
"2861",2012,"YR2012","Guinea","GIN",5631621298,11451273,"","Summer",2012,"London","Great Britain",0,0,0,0,0,1,0,0,25.5476409,32,960,16.2536114608239,22.4516632124192,6.19805175159532,0,0,0.158346410525119
"2220",2000,"YR2000","Guinea-Bissau","GNB",361858968,1273312,"","Summer",2000,"Sydney","Australia",0,0,0,0,0,1,0,0,26.60800037,34,918,14.0571319378476,19.7067651027195,5.64963316487187,0,0,0.333603743324902
"2434",2004,"YR2004","Guinea-Bissau","GNB",522651788,1390791,"","Summer",2004,"Athina","Greece",0,0,0,0,0,1,0,0,26.60800037,34,920,14.1453832079991,20.0744260029646,5.92904279496546,0,0,0.739258792529727
"2648",2008,"YR2008","Guinea-Bissau","GNB",842890956,1516920,"","Summer",2008,"Beijing","China",0,0,0,0,0,1,0,0,26.60800037,35,954,14.2321925212776,20.5523481552862,6.32015563400863,0,0,0.599304332793667
"2862",2012,"YR2012","Guinea-Bissau","GNB",822321032,1663558,"","Summer",2012,"London","Great Britain",0,0,0,0,0,1,0,0,26.60800037,32,960,14.3244692400787,20.527641426654,6.20317218657532,0,0,0.765864454665313
"295",1964,"YR1964","Guyana","GUY",194774510,623794,"Guyana","Summer",1964,"Tokyo","Japan",0,0,0,0,0,1,0,0,25.79536357,22,339,13.3435754646421,19.0873530884548,5.74377762381264,0,0,0.171593664984321
"509",1968,"YR1968","Guyana","GUY",229750000,693051,"Guyana","Summer",1968,"Ciudad de Mexico","Mexico",0,0,0,0,0,1,0,0,25.79536357,22,363,13.4488588685378,19.2525023192001,5.80364345066227,0,0,0.433696902022854
"723",1972,"YR1972","Guyana","GUY",285380950,735896,"Guyana","Summer",1972,"Munchen","West Germany",0,0,0,0,0,1,0,0,25.79536357,25,382,13.5088440833788,19.469335512356,5.96049142897718,0,0,0.602800289402091
"1151",1980,"YR1980","Guyana","GUY",603200000,776927,"Guyana","Summer",1980,"Moskva","Soviet Union",35,0,0,1,1,1,0,1,25.79536357,23,287,13.5631016738422,20.217759374658,6.65465770081587,0,0,0.679739892968394
"1365",1984,"YR1984","Guyana","GUY",437631601,758580,"Guyana","Summer",1984,"Los Angeles","United States",0,0,0,0,0,1,0,0,25.79536357,27,610,13.539203543534,19.8968880208157,6.35768447728172,1,2,-2.44963060613934
"1579",1988,"YR1988","Guyana","GUY",413799987,733057,"Guyana","Summer",1988,"Seoul","South Korea",0,0,0,0,0,1,0,0,25.79536357,30,444,13.5049787404648,19.8408932918596,6.33591455139477,0,0,2.68886592015816
"1793",1992,"YR1992","Guyana","GUY",368281383,723008,"Guyana","Summer",1992,"Barcelona","Spain",0,0,0,0,0,1,0,0,25.79536357,32,692,13.4911755660866,19.7243578316718,6.23318226558515,0,0,0.0447510165839055
"2007",1996,"YR1996","Guyana","GUY",705406032,730865,"Guyana","Summer",1996,"Atlanta","United States",0,0,0,0,0,1,0,0,25.79536357,31,837,13.5019840431542,20.3742841269063,6.87230008375214,0,0,0.556381724729024
"2221",2000,"YR2000","Guyana","GUY",712667925,744471,"Guyana","Summer",2000,"Sydney","Australia",0,0,0,0,0,1,0,0,25.79536357,34,918,13.5204291780305,20.3845261265484,6.8640969485179,0,0,0.129471368339585
"2435",2004,"YR2004","Guyana","GUY",785918770,756939,"Guyana","Summer",2004,"Athina","Greece",0,0,0,0,0,1,0,0,25.79536357,34,920,13.537037947931,20.4823639989969,6.94532605106593,0,0,0.61870954355315
"2649",2008,"YR2008","Guyana","GUY",1922597807,775739,"Guyana","Summer",2008,"Beijing","China",0,0,0,0,0,1,0,0,25.79536357,35,954,13.5615714023841,21.3769431329525,7.81537173056834,0,0,0.351090806691895
"2863",2012,"YR2012","Guyana","GUY",2850572407,795369,"Guyana","Summer",2012,"London","Great Britain",0,0,0,0,0,1,0,0,25.79536357,32,960,13.5865614368951,21.7707856556218,8.18422421872667,0,0,0.389445238814349
"1794",1992,"YR1992","Haiti","HTI",2111405826,7399862,"Haiti","Summer",1992,"Barcelona","Spain",0,0,0,0,0,1,0,0,24.47507682,32,692,15.8169719093519,21.4706198308227,5.65364792147082,0,1,-0.511305498668697
"2008",1996,"YR1996","Haiti","HTI",2970865203,7986858,"Haiti","Summer",1996,"Atlanta","United States",0,0,0,0,0,1,0,0,24.47507682,31,837,15.8933079988508,21.8121190614787,5.91881106262793,0,0,0.0946699720076014
"2222",2000,"YR2000","Haiti","HTI",3664503846,8578234,"Haiti","Summer",2000,"Sydney","Australia",0,0,0,0,0,1,0,0,24.47507682,34,918,15.9647386227729,22.0219587868589,6.05722016408597,0,0,-0.39406971691368
"2436",2004,"YR2004","Haiti","HTI",3660483886,9129933,"Haiti","Summer",2004,"Athina","Greece",0,0,0,0,0,1,0,0,24.47507682,34,920,16.0270689140995,22.0208611849104,5.99379227081089,0,0,0.125231304975026
"2650",2008,"YR2008","Haiti","HTI",6407707284,9638255,"Haiti","Summer",2008,"Beijing","China",0,0,0,0,0,1,0,0,24.47507682,35,954,16.0812506336037,22.5807673658938,6.4995167322901,0,0,-0.0396777822275255
"2864",2012,"YR2012","Haiti","HTI",7843484458,10173775,"Haiti","Summer",2012,"London","Great Britain",0,0,0,0,0,1,0,0,24.47507682,32,960,16.1353238889247,22.7829490187452,6.64762512982054,0,0,0.0573982625843338
"939",1976,"YR1976","Honduras","HND",1347999936,3204880,"","Summer",1976,"Montreal","Canada",0,0,0,0,0,1,0,0,23.38608334,23,343,14.9801852061383,21.0218878019588,6.04170259582048,0,0,0.899345576514273
