"","Year","CountryName","TotalAdj","predicted","residuals","Gold","Silver","Bronze","locCity"
"2362",2004,"Argentina",6,5,1.22585585791206,2,0,4,"Athina"
"2576",2008,"Argentina",6,7,-0.86924780495622,2,0,4,"Beijing"
"2790",2012,"Argentina",4,7,-2.82538920924702,1,1,2,"London"
"2149",2000,"Armenia",1,2,-1.05515527526708,0,0,1,"Sydney"
"2363",2004,"Armenia",0,1,-0.79347192193168,0,0,0,"Athina"
"2577",2008,"Armenia",6,0,5.78564731430041,0,0,6,"Beijing"
"2791",2012,"Armenia",3,6,-2.61459208647637,0,1,2,"London"
"225",1964,"Australia",18,22,-3.89571821314951,6,2,10,"Tokyo"
"439",1968,"Australia",17,18,-0.941121238101386,5,7,5,"Ciudad de Mexico"
"653",1972,"Australia",17,17,0.0864016273079962,8,7,2,"Munchen"
"867",1976,"Australia",5,16,-11.3440662812939,0,1,4,"Montreal"
"1081",1980,"Australia",9,7,2.28512127699538,2,2,5,"Moskva"
"1295",1984,"Australia",24,12,12.1734303688618,4,8,12,"Los Angeles"
"1509",1988,"Australia",14,22,-7.72499124128415,3,6,5,"Seoul"
"1723",1992,"Australia",27,15,11.8448631201477,7,9,11,"Barcelona"
"1937",1996,"Australia",41,27,14.339035365557,9,9,23,"Atlanta"
"2151",2000,"Australia",58,40,17.8176089187175,16,25,17,"Sydney"
"2365",2004,"Australia",50,56,-5.67482935473299,17,16,17,"Athina"
"2579",2008,"Australia",46,48,-2.35624379186365,14,15,17,"Beijing"
"2793",2012,"Australia",35,45,-9.57250267111117,7,16,12,"London"
"226",1964,"Austria",0,3,-2.90277280672971,0,0,0,"Tokyo"
"440",1968,"Austria",4,1,3.18654052282155,0,2,2,"Ciudad de Mexico"
"654",1972,"Austria",3,4,-1.48952260766481,0,1,2,"Munchen"
"868",1976,"Austria",1,3,-1.97370064231822,0,0,1,"Montreal"
"1082",1980,"Austria",4,3,1.21836474776058,1,2,1,"Moskva"
"1296",1984,"Austria",3,7,-3.82163901841295,1,1,1,"Los Angeles"
"1510",1988,"Austria",1,2,-0.907881726853743,1,0,0,"Seoul"
"1724",1992,"Austria",2,3,-0.835675803751741,0,2,0,"Barcelona"
"1938",1996,"Austria",3,3,-0.118977392271565,0,1,2,"Atlanta"
"2152",2000,"Austria",3,4,-1.41581101513585,2,1,0,"Sydney"
"2366",2004,"Austria",7,4,2.9752413614319,2,4,1,"Athina"
"2580",2008,"Austria",3,8,-4.86447026359094,0,1,2,"Beijing"
"2794",2012,"Austria",0,4,-3.95088029442406,0,0,0,"London"
"2153",2000,"Azerbaijan",3,1,1.55972802991629,2,0,1,"Sydney"
"2367",2004,"Azerbaijan",5,3,2.05598104889152,1,0,4,"Athina"
"2581",2008,"Azerbaijan",7,5,1.66224107233901,1,2,4,"Beijing"
"2795",2012,"Azerbaijan",10,7,2.85652118047266,2,2,6,"London"
"228",1964,"Bahamas, The",1,0,1.08746094108603,1,0,0,"Tokyo"
"442",1968,"Bahamas, The",0,1,-0.692422844138632,0,0,0,"Ciudad de Mexico"
"656",1972,"Bahamas, The",0,0,0.390440486390757,0,0,0,"Munchen"
"870",1976,"Bahamas, The",0,0,1.15029608628242,0,0,0,"Montreal"
"1298",1984,"Bahamas, The",0,2,-1.97883019806446,0,0,0,"Los Angeles"
"1512",1988,"Bahamas, The",0,0,2.10756047829491,0,0,0,"Seoul"
"1726",1992,"Bahamas, The",1,1,0.396658783598408,0,0,1,"Barcelona"
"1940",1996,"Bahamas, The",1,1,0.127111368672602,0,1,0,"Atlanta"
"2154",2000,"Bahamas, The",3,1,1.5303877158115,2,0,1,"Sydney"
"2368",2004,"Bahamas, The",2,3,-0.855575545229613,1,0,1,"Athina"
"2582",2008,"Bahamas, The",2,2,0.0400654641861622,0,1,1,"Beijing"
"2796",2012,"Bahamas, The",1,2,-0.797093962386753,1,0,0,"London"
"1514",1988,"Bangladesh",0,0,1.37942411688847,0,0,0,"Seoul"
"1728",1992,"Bangladesh",0,1,-1.36274321971446,0,0,0,"Barcelona"
"1942",1996,"Bangladesh",0,1,-0.732373994851053,0,0,0,"Atlanta"
"2156",2000,"Bangladesh",0,1,-1.20196574334314,0,0,0,"Sydney"
"2370",2004,"Bangladesh",0,1,-0.739165515722354,0,0,0,"Athina"
"2584",2008,"Bangladesh",0,1,-0.836712692392095,0,0,0,"Beijing"
"2798",2012,"Bangladesh",0,1,-0.794321399473629,0,0,0,"London"
"2158",2000,"Belarus",17,15,2.19946870101631,3,3,11,"Sydney"
"2372",2004,"Belarus",13,16,-3.33411997323722,2,5,6,"Athina"
"2586",2008,"Belarus",19,13,6.11605397448723,4,5,10,"Beijing"
"2800",2012,"Belarus",12,18,-6.34539584719236,2,5,5,"London"
"233",1964,"Belgium",3,5,-1.94495620794071,2,0,1,"Tokyo"
"447",1968,"Belgium",2,4,-1.78648558144658,0,1,1,"Ciudad de Mexico"
"661",1972,"Belgium",2,3,-0.782209138362144,0,2,0,"Munchen"
"875",1976,"Belgium",6,2,3.80453084142295,0,3,3,"Montreal"
"1089",1980,"Belgium",1,8,-6.59114338782252,1,0,0,"Moskva"
"1303",1984,"Belgium",4,4,-0.0814794221581919,1,1,2,"Los Angeles"
"1517",1988,"Belgium",2,3,-0.904713151832872,0,0,2,"Seoul"
"1731",1992,"Belgium",3,4,-0.828883034374393,0,1,2,"Barcelona"
"1945",1996,"Belgium",6,4,1.89457799233721,2,2,2,"Atlanta"
"2159",2000,"Belgium",5,7,-2.28120000924613,0,2,3,"Sydney"
"2373",2004,"Belgium",3,6,-2.96276499393279,1,0,2,"Athina"
"2587",2008,"Belgium",2,4,-2.18974732085363,1,1,0,"Beijing"
"2801",2012,"Belgium",3,3,-0.0805796607626883,0,1,2,"London"
"662",1972,"Belize",0,0,1.06716236786403,0,0,0,"Munchen"
"876",1976,"Belize",0,0,1.73488563462205,0,0,0,"Montreal"
"1304",1984,"Belize",0,1,-1.27765859819456,0,0,0,"Los Angeles"
"1518",1988,"Belize",0,0,2.78433318880417,0,0,0,"Seoul"
"1732",1992,"Belize",0,0,-0.0496279988110027,0,0,0,"Barcelona"
"1946",1996,"Belize",0,0,0.595736557398475,0,0,0,"Atlanta"
"2160",2000,"Belize",0,0,0.0911775857606486,0,0,0,"Sydney"
"2374",2004,"Belize",0,0,0.535823728571545,0,0,0,"Athina"
"2588",2008,"Belize",0,0,0.463309867637792,0,0,0,"Beijing"
"1091",1980,"Benin",0,1,-0.593126364654227,0,0,0,"Moskva"
"1305",1984,"Benin",0,2,-1.79820125455428,0,0,0,"Los Angeles"
"1519",1988,"Benin",0,0,2.25392847415121,0,0,0,"Seoul"
"1733",1992,"Benin",0,0,-0.441198134240579,0,0,0,"Barcelona"
"1947",1996,"Benin",0,0,0.167421723938844,0,0,0,"Atlanta"
"2161",2000,"Benin",0,0,-0.256885721852234,0,0,0,"Sydney"
"2375",2004,"Benin",0,0,0.095209994865884,0,0,0,"Athina"
"2589",2008,"Benin",0,0,-0.049753340095641,0,0,0,"Beijing"
"2803",2012,"Benin",0,0,0.0689313935357985,0,0,0,"London"
"1521",1988,"Bhutan",0,0,2.80764072204914,0,0,0,"Seoul"
"1735",1992,"Bhutan",0,0,0.165487870813528,0,0,0,"Barcelona"
"1949",1996,"Bhutan",0,0,0.805876365556959,0,0,0,"Atlanta"
"2163",2000,"Bhutan",0,0,0.28065347403595,0,0,0,"Sydney"
"2377",2004,"Bhutan",0,0,0.654586833824449,0,0,0,"Athina"
"2591",2008,"Bhutan",0,0,0.4826193566807,0,0,0,"Beijing"
"2805",2012,"Bhutan",0,0,0.534944651694296,0,0,0,"London"
"452",1968,"Bolivia",0,0,-0.00361197082239482,0,0,0,"Ciudad de Mexico"
"666",1972,"Bolivia",0,0,0.131991440822735,0,0,0,"Munchen"
"880",1976,"Bolivia",0,0,0.678612927180356,0,0,0,"Montreal"
"1308",1984,"Bolivia",0,2,-2.34543009290661,0,0,0,"Los Angeles"
"1522",1988,"Bolivia",0,0,1.93046441863493,0,0,0,"Seoul"
"1736",1992,"Bolivia",0,1,-0.813447704497283,0,0,0,"Barcelona"
"1950",1996,"Bolivia",0,0,-0.185755796503116,0,0,0,"Atlanta"
"2164",2000,"Bolivia",0,1,-0.649090722710094,0,0,0,"Sydney"
"2378",2004,"Bolivia",0,0,-0.143716612534793,0,0,0,"Athina"
"2592",2008,"Bolivia",0,0,-0.334033260051622,0,0,0,"Beijing"
"2806",2012,"Bolivia",0,0,-0.323513923133041,0,0,0,"London"
"1951",1996,"Bosnia and Herzegovina",0,0,0.121159161993635,0,0,0,"Atlanta"
"2165",2000,"Bosnia and Herzegovina",0,1,-0.512776053808832,0,0,0,"Sydney"
"2379",2004,"Bosnia and Herzegovina",0,0,-0.177687532727445,0,0,0,"Athina"
"2593",2008,"Bosnia and Herzegovina",0,0,-0.359125229172492,0,0,0,"Beijing"
"2807",2012,"Bosnia and Herzegovina",0,0,-0.180946564533846,0,0,0,"London"
"1310",1984,"Botswana",0,2,-1.83876368241485,0,0,0,"Los Angeles"
"1524",1988,"Botswana",0,0,2.1136083205146,0,0,0,"Seoul"
"1738",1992,"Botswana",0,1,-0.705767909572633,0,0,0,"Barcelona"
"1952",1996,"Botswana",0,0,-0.0430114765334398,0,0,0,"Atlanta"
"2166",2000,"Botswana",0,1,-0.521815658706586,0,0,0,"Sydney"
"2380",2004,"Botswana",0,0,-0.137113119192159,0,0,0,"Athina"
"2594",2008,"Botswana",0,0,-0.196016200089173,0,0,0,"Beijing"
"2808",2012,"Botswana",1,0,0.881476852442445,0,1,0,"London"
"241",1964,"Brazil",1,3,-2.18046947969815,0,0,1,"Tokyo"
"455",1968,"Brazil",3,2,0.923205215975857,0,1,2,"Ciudad de Mexico"
"669",1972,"Brazil",2,4,-1.8791611262424,0,0,2,"Munchen"
"883",1976,"Brazil",2,2,-0.453943331140267,0,0,2,"Montreal"
"1097",1980,"Brazil",4,4,-0.065870687267358,2,0,2,"Moskva"
"1311",1984,"Brazil",8,7,0.806386043663372,1,5,2,"Los Angeles"
"1525",1988,"Brazil",6,7,-0.888103719622481,1,2,3,"Seoul"
"1739",1992,"Brazil",3,8,-4.75059648777577,2,1,0,"Barcelona"
"1953",1996,"Brazil",15,4,10.5294908082062,3,3,9,"Atlanta"
"2167",2000,"Brazil",12,16,-4.03090814490978,0,6,6,"Sydney"
"2381",2004,"Brazil",10,13,-2.71643433838226,5,2,3,"Athina"
"2595",2008,"Brazil",15,11,3.87981867156874,3,4,8,"Beijing"
"2809",2012,"Brazil",17,16,1.27013325525164,3,5,9,"London"
"2168",2000,"Brunei Darussalam",0,1,-0.519400302497499,0,0,0,"Sydney"
"2382",2004,"Brunei Darussalam",0,0,-0.0840985513898807,0,0,0,"Athina"
"2810",2012,"Brunei Darussalam",0,0,-0.153690912833497,0,0,0,"London"
"1099",1980,"Bulgaria",41,22,19.0167617684904,8,16,17,"Moskva"
"1527",1988,"Bulgaria",35,37,-1.89421928618029,10,12,13,"Seoul"
"1741",1992,"Bulgaria",16,34,-17.7200762696457,3,7,6,"Barcelona"
"1955",1996,"Bulgaria",15,15,-0.1996658171848,3,7,5,"Atlanta"
"2169",2000,"Bulgaria",13,15,-1.80288636345053,5,6,2,"Sydney"
"2383",2004,"Bulgaria",12,13,-0.620336774408412,2,1,9,"Athina"
"2597",2008,"Bulgaria",5,12,-6.89838952332904,1,1,3,"Beijing"
"2811",2012,"Bulgaria",2,5,-3.18963724329803,0,1,1,"London"
"1528",1988,"Burkina Faso",0,0,2.10185843748878,0,0,0,"Seoul"
"1742",1992,"Burkina Faso",0,1,-0.531381457225217,0,0,0,"Barcelona"
"1956",1996,"Burkina Faso",0,0,0.135161492954587,0,0,0,"Atlanta"
"2170",2000,"Burkina Faso",0,0,-0.292251271923928,0,0,0,"Sydney"
"2384",2004,"Burkina Faso",0,0,0.0365104979027464,0,0,0,"Athina"
"2598",2008,"Burkina Faso",0,0,-0.124552344371363,0,0,0,"Beijing"
"2812",2012,"Burkina Faso",0,0,-0.034503269934375,0,0,0,"London"
"2171",2000,"Burundi",0,1,-0.884666999596432,0,0,0,"Sydney"
"2385",2004,"Burundi",0,0,0.553214825075557,0,0,0,"Athina"
"2599",2008,"Burundi",0,0,0.385810684851803,0,0,0,"Beijing"
"2813",2012,"Burundi",0,0,0.412802365940587,0,0,0,"London"
"674",1972,"Cambodia",0,0,0.408234678730793,0,0,0,"Munchen"
"1958",1996,"Cambodia",0,0,0.0409958751662692,0,0,0,"Atlanta"
"2172",2000,"Cambodia",0,0,-0.396063775768509,0,0,0,"Sydney"
"2386",2004,"Cambodia",0,0,0.00622995381909537,0,0,0,"Athina"
"2600",2008,"Cambodia",0,0,-0.190224777488782,0,0,0,"Beijing"
"2814",2012,"Cambodia",0,0,-0.124746072418291,0,0,0,"London"
"461",1968,"Cameroon",1,0,0.947266973456856,0,1,0,"Ciudad de Mexico"
"675",1972,"Cameroon",0,1,-0.84639717786912,0,0,0,"Munchen"
"889",1976,"Cameroon",0,0,0.638116882934823,0,0,0,"Montreal"
"1103",1980,"Cameroon",0,1,-1.08256769420953,0,0,0,"Moskva"
"1317",1984,"Cameroon",1,2,-1.4219821299031,0,0,1,"Los Angeles"
"1531",1988,"Cameroon",0,0,0.683594492850777,0,0,0,"Seoul"
"1745",1992,"Cameroon",0,1,-1.03437064839048,0,0,0,"Barcelona"
"1959",1996,"Cameroon",0,0,-0.275083949136715,0,0,0,"Atlanta"
"2173",2000,"Cameroon",1,1,0.314836584308379,1,0,0,"Sydney"
"2387",2004,"Cameroon",1,1,-0.26431035628471,1,0,0,"Athina"
"2601",2008,"Cameroon",1,1,-0.383049495064265,1,0,0,"Beijing"
"2815",2012,"Cameroon",0,1,-1.24406637851845,0,0,0,"London"
"248",1964,"Canada",4,2,1.50924688455516,1,2,1,"Tokyo"
"462",1968,"Canada",5,5,-0.0957367271062182,1,3,1,"Ciudad de Mexico"
"676",1972,"Canada",5,6,-0.933318088245823,0,2,3,"Munchen"
"890",1976,"Canada",11,5,5.66686339533755,0,5,6,"Montreal"
"1318",1984,"Canada",44,14,30.1201124358836,10,18,16,"Los Angeles"
"1532",1988,"Canada",10,41,-30.6535376959907,3,2,5,"Seoul"
"1746",1992,"Canada",18,12,6.40253740333969,7,4,7,"Barcelona"
"1960",1996,"Canada",22,18,3.6178168869266,3,11,8,"Atlanta"
"2174",2000,"Canada",14,23,-8.59648722649253,3,3,8,"Sydney"
"2388",2004,"Canada",12,15,-2.69550095235447,3,6,3,"Athina"
"2602",2008,"Canada",18,13,5.0538576766005,3,9,6,"Beijing"
"2816",2012,"Canada",18,18,-0.454774702092897,1,5,12,"London"
"1321",1984,"Central African Republic",0,2,-1.64056492431217,0,0,0,"Los Angeles"
"1535",1988,"Central African Republic",0,0,2.33428274744141,0,0,0,"Seoul"
"1749",1992,"Central African Republic",0,0,-0.380326755691516,0,0,0,"Barcelona"
"1963",1996,"Central African Republic",0,0,0.434282302705291,0,0,0,"Atlanta"
"2177",2000,"Central African Republic",0,0,0.0398839748811313,0,0,0,"Sydney"
"2391",2004,"Central African Republic",0,0,0.457764486420822,0,0,0,"Athina"
"2605",2008,"Central African Republic",0,0,0.327525225825349,0,0,0,"Beijing"
"2819",2012,"Central African Republic",0,0,0.457242598505156,0,0,0,"London"
"466",1968,"Chad",0,0,0.211044263805757,0,0,0,"Ciudad de Mexico"
"680",1972,"Chad",0,0,0.36841208955996,0,0,0,"Munchen"
"1322",1984,"Chad",0,2,-1.75832275941713,0,0,0,"Los Angeles"
"1536",1988,"Chad",0,0,2.27981743302073,0,0,0,"Seoul"
"1750",1992,"Chad",0,0,-0.474642822946512,0,0,0,"Barcelona"
"1964",1996,"Chad",0,0,0.284451824510368,0,0,0,"Atlanta"
"2178",2000,"Chad",0,0,-0.0945091787216,0,0,0,"Sydney"
"2392",2004,"Chad",0,0,0.0671230427023095,0,0,0,"Athina"
"2606",2008,"Chad",0,0,-0.188327289934447,0,0,0,"Beijing"
"2820",2012,"Chad",0,0,-0.0969830817552714,0,0,0,"London"
"254",1964,"Chile",0,1,-0.893238742823463,0,0,0,"Tokyo"
"468",1968,"Chile",0,1,-0.641602243118672,0,0,0,"Ciudad de Mexico"
"682",1972,"Chile",0,1,-0.556221956905758,0,0,0,"Munchen"
"896",1976,"Chile",0,0,0.277615095154541,0,0,0,"Montreal"
"1324",1984,"Chile",0,3,-2.70090115328677,0,0,0,"Los Angeles"
"1538",1988,"Chile",1,0,2.40852218903981,0,1,0,"Seoul"
"1752",1992,"Chile",0,2,-2.38853801420383,0,0,0,"Barcelona"
"1966",1996,"Chile",0,1,-0.906575235727427,0,0,0,"Atlanta"
"2180",2000,"Chile",1,1,-0.344734927345416,0,0,1,"Sydney"
"2394",2004,"Chile",3,2,1.16640025214149,2,0,1,"Athina"
"2608",2008,"Chile",1,4,-2.87399678019289,0,1,0,"Beijing"
"2822",2012,"Chile",0,2,-1.97020667134858,0,0,0,"London"
"1539",1988,"China",28,29,-1.31969399128803,5,11,12,"Seoul"
"1753",1992,"China",54,28,25.6431389362505,16,22,16,"Barcelona"
"1967",1996,"China",50,52,-2.16746058257905,16,22,12,"Atlanta"
"2181",2000,"China",58,49,9.04433728820492,28,16,14,"Sydney"
"2395",2004,"China",63,56,6.93837184288599,32,17,14,"Athina"
"2609",2008,"China",100,61,39.0103262141701,51,21,28,"Beijing"
"2823",2012,"China",88,96,-7.60179620992087,38,27,23,"London"
"256",1964,"Colombia",0,1,-0.909712087170711,0,0,0,"Tokyo"
"470",1968,"Colombia",0,1,-0.593084801981673,0,0,0,"Ciudad de Mexico"
"684",1972,"Colombia",3,0,2.52488660229295,0,1,2,"Munchen"
"898",1976,"Colombia",0,3,-2.66968063787171,0,0,0,"Montreal"
"1112",1980,"Colombia",0,2,-1.58383602515068,0,0,0,"Moskva"
"1326",1984,"Colombia",1,3,-1.9197551359332,0,1,0,"Los Angeles"
"1540",1988,"Colombia",1,0,1.32334106031787,0,0,1,"Seoul"
"1754",1992,"Colombia",1,2,-1.42766171842339,0,0,1,"Barcelona"
"1968",1996,"Colombia",0,2,-1.92543487856779,0,0,0,"Atlanta"
"2182",2000,"Colombia",1,1,-0.423319744766202,1,0,0,"Sydney"
"2396",2004,"Colombia",2,2,0.111990004540847,0,0,2,"Athina"
"2610",2008,"Colombia",2,3,-1.04149889793437,0,1,1,"Beijing"
"2824",2012,"Colombia",8,3,4.99009222437738,1,3,4,"London"
"2183",2000,"Comoros",0,0,0.520232823608294,0,0,0,"Sydney"
"2397",2004,"Comoros",0,0,0.858904570609192,0,0,0,"Athina"
"2611",2008,"Comoros",0,0,0.748837363393204,0,0,0,"Beijing"
"2825",2012,"Comoros",0,0,0.871760704395625,0,0,0,"London"
"687",1972,"Congo, Rep.",0,0,0.485512009831962,0,0,0,"Munchen"
"1115",1980,"Congo, Rep.",0,1,-0.646841996318577,0,0,0,"Moskva"
"1329",1984,"Congo, Rep.",0,2,-2.01863201991693,0,0,0,"Los Angeles"
"1543",1988,"Congo, Rep.",0,0,2.16401055301258,0,0,0,"Seoul"
"1757",1992,"Congo, Rep.",0,1,-0.603662117918469,0,0,0,"Barcelona"
"1971",1996,"Congo, Rep.",0,0,0.151301447704877,0,0,0,"Atlanta"
"2185",2000,"Congo, Rep.",0,0,-0.346088748726236,0,0,0,"Sydney"
"2399",2004,"Congo, Rep.",0,0,0.0596213532026596,0,0,0,"Athina"
"2613",2008,"Congo, Rep.",0,0,-0.221647458970373,0,0,0,"Beijing"
"2827",2012,"Congo, Rep.",0,0,-0.106744912058245,0,0,0,"London"
"474",1968,"Costa Rica",0,0,0.0527151820676943,0,0,0,"Ciudad de Mexico"
"688",1972,"Costa Rica",0,0,0.143587682588821,0,0,0,"Munchen"
"902",1976,"Costa Rica",0,0,0.723704912366398,0,0,0,"Montreal"
"1116",1980,"Costa Rica",0,1,-0.969279133403276,0,0,0,"Moskva"
"1330",1984,"Costa Rica",0,2,-2.24814666427928,0,0,0,"Los Angeles"
"1544",1988,"Costa Rica",1,0,2.85177990967363,0,1,0,"Seoul"
"1758",1992,"Costa Rica",0,2,-1.8704551173979,0,0,0,"Barcelona"
"1972",1996,"Costa Rica",1,0,0.67581313787866,1,0,0,"Atlanta"
"2186",2000,"Costa Rica",2,2,0.225108295817478,0,0,2,"Sydney"
"2400",2004,"Costa Rica",0,2,-2.23814030955133,0,0,0,"Athina"
"2614",2008,"Costa Rica",0,1,-0.50668096756124,0,0,0,"Beijing"
"2828",2012,"Costa Rica",0,0,-0.474618977456274,0,0,0,"London"
"475",1968,"Cote d'Ivoire",0,0,-0.110678032790225,0,0,0,"Ciudad de Mexico"
"689",1972,"Cote d'Ivoire",0,0,0.0112464101728571,0,0,0,"Munchen"
"903",1976,"Cote d'Ivoire",0,0,0.511402530744809,0,0,0,"Montreal"
"1331",1984,"Cote d'Ivoire",1,2,-1.38133679688927,0,1,0,"Los Angeles"
"1545",1988,"Cote d'Ivoire",0,0,0.744359231566365,0,0,0,"Seoul"
"1759",1992,"Cote d'Ivoire",0,1,-1.02782836488326,0,0,0,"Barcelona"
"1973",1996,"Cote d'Ivoire",0,0,-0.343240197907188,0,0,0,"Atlanta"
"2187",2000,"Cote d'Ivoire",0,1,-0.720577556454284,0,0,0,"Sydney"
"2401",2004,"Cote d'Ivoire",0,0,-0.32347171895462,0,0,0,"Athina"
"2615",2008,"Cote d'Ivoire",0,0,-0.443485453086482,0,0,0,"Beijing"
"2829",2012,"Cote d'Ivoire",0,0,-0.300649973603057,0,0,0,"London"
"1974",1996,"Croatia",2,3,-1.33916811344634,1,1,0,"Atlanta"
"2188",2000,"Croatia",2,3,-0.802831263168554,1,0,1,"Sydney"
"2402",2004,"Croatia",5,2,2.51827075768231,1,2,2,"Athina"
"2616",2008,"Croatia",5,5,-0.441090565299317,0,2,3,"Beijing"
"2830",2012,"Croatia",6,5,0.768547811219656,3,1,2,"London"
"691",1972,"Cuba",8,4,3.81270767993465,3,1,4,"Munchen"
"905",1976,"Cuba",13,7,5.69680185059283,6,4,3,"Montreal"
"1119",1980,"Cuba",20,14,6.43105765795361,8,7,5,"Moskva"
"1761",1992,"Cuba",31,20,11.0675269878306,14,6,11,"Barcelona"
"1975",1996,"Cuba",25,30,-4.54212044524515,9,8,8,"Atlanta"
"2189",2000,"Cuba",29,24,4.58133386089927,11,11,7,"Sydney"
"2403",2004,"Cuba",27,28,-0.707102716790716,9,7,11,"Athina"
"2617",2008,"Cuba",24,26,-1.9727293235823,2,11,11,"Beijing"
"1335",1984,"Cyprus",0,2,-2.02165089212454,0,0,0,"Los Angeles"
"1549",1988,"Cyprus",0,0,1.97022676447813,0,0,0,"Seoul"
"1763",1992,"Cyprus",0,1,-0.858061620716611,0,0,0,"Barcelona"
"1977",1996,"Cyprus",0,0,-0.239940966276548,0,0,0,"Atlanta"
"2191",2000,"Cyprus",0,1,-0.663130416826944,0,0,0,"Sydney"
"2405",2004,"Cyprus",0,0,-0.307133426030342,0,0,0,"Athina"
"2619",2008,"Cyprus",0,0,-0.444597280592437,0,0,0,"Beijing"
"2833",2012,"Cyprus",1,0,0.747443380507056,0,1,0,"London"
"2192",2000,"Czech Republic",8,12,-3.53212792193461,2,3,3,"Sydney"
"2406",2004,"Czech Republic",9,8,0.588225361631207,1,3,5,"Athina"
"2620",2008,"Czech Republic",6,10,-3.54879508517776,3,3,0,"Beijing"
"2834",2012,"Czech Republic",10,7,3.45760051242972,4,3,3,"London"
"267",1964,"Denmark",6,7,-0.649609646348534,2,1,3,"Tokyo"
"481",1968,"Denmark",8,6,1.56302333242081,1,4,3,"Ciudad de Mexico"
"695",1972,"Denmark",1,8,-7.23586524777277,1,0,0,"Munchen"
"909",1976,"Denmark",3,1,1.89087997415319,1,0,2,"Montreal"
"1123",1980,"Denmark",5,5,0.398910356998227,2,1,2,"Moskva"
"1337",1984,"Denmark",6,8,-1.70605453589326,0,3,3,"Los Angeles"
"1551",1988,"Denmark",4,5,-0.661993968863584,2,1,1,"Seoul"
"1765",1992,"Denmark",6,6,0.440558812738469,1,1,4,"Barcelona"
"1979",1996,"Denmark",6,7,-0.78070933773526,4,1,1,"Atlanta"
"2193",2000,"Denmark",6,7,-1.16087459918328,2,3,1,"Sydney"
"2407",2004,"Denmark",8,7,1.22792719308384,2,1,5,"Athina"
"2621",2008,"Denmark",7,9,-1.73867226257304,2,2,3,"Beijing"
"2835",2012,"Denmark",9,8,1.38278911954661,2,4,3,"London"
"1552",1988,"Djibouti",1,0,3.70527027107265,0,0,1,"Seoul"
"1766",1992,"Djibouti",0,1,-0.969174209356231,0,0,0,"Barcelona"
"1980",1996,"Djibouti",0,0,0.666597687577948,0,0,0,"Atlanta"
"2194",2000,"Djibouti",0,0,0.208724697840797,0,0,0,"Sydney"
"484",1968,"Dominican Republic",0,0,-0.0569120652173506,0,0,0,"Ciudad de Mexico"
"698",1972,"Dominican Republic",0,0,-0.00937980328407555,0,0,0,"Munchen"
"912",1976,"Dominican Republic",0,0,0.564440620862591,0,0,0,"Montreal"
"1126",1980,"Dominican Republic",0,1,-1.07404831672677,0,0,0,"Moskva"
"1340",1984,"Dominican Republic",1,3,-1.50463497028725,0,0,1,"Los Angeles"
"1554",1988,"Dominican Republic",0,0,0.947078558459098,0,0,0,"Seoul"
"1768",1992,"Dominican Republic",0,1,-1.02685838481836,0,0,0,"Barcelona"
"1982",1996,"Dominican Republic",0,0,-0.461880891682984,0,0,0,"Atlanta"
"2196",2000,"Dominican Republic",0,1,-0.97222617729318,0,0,0,"Sydney"
"2410",2004,"Dominican Republic",1,0,0.571188345449786,1,0,0,"Athina"
"2624",2008,"Dominican Republic",2,2,0.420443850533418,1,1,0,"Beijing"
"2838",2012,"Dominican Republic",2,2,-0.433248965185778,1,1,0,"London"
"699",1972,"Ecuador",0,0,-0.156908147112589,0,0,0,"Munchen"
"913",1976,"Ecuador",0,0,0.305702517159769,0,0,0,"Montreal"
"1127",1980,"Ecuador",0,1,-1.38168802391613,0,0,0,"Moskva"
"1341",1984,"Ecuador",0,3,-2.65883319772041,0,0,0,"Los Angeles"
"1555",1988,"Ecuador",0,0,1.60626899888962,0,0,0,"Seoul"
"1769",1992,"Ecuador",0,1,-1.17504539929081,0,0,0,"Barcelona"
"1983",1996,"Ecuador",1,1,0.446701037818626,1,0,0,"Atlanta"
"2197",2000,"Ecuador",0,2,-1.82711502643655,0,0,0,"Sydney"
"2411",2004,"Ecuador",0,1,-0.586159675585388,0,0,0,"Athina"
"2625",2008,"Ecuador",1,1,0.26000730077551,0,1,0,"Beijing"
"2839",2012,"Ecuador",0,2,-1.61035603286361,0,0,0,"London"
"272",1964,"Egypt, Arab Rep.",0,1,-0.844762261617215,0,0,0,"Tokyo"
"486",1968,"Egypt, Arab Rep.",0,1,-0.607206339243163,0,0,0,"Ciudad de Mexico"
"700",1972,"Egypt, Arab Rep.",0,0,-0.482657855661989,0,0,0,"Munchen"
"914",1976,"Egypt, Arab Rep.",0,0,0.173042468644471,0,0,0,"Montreal"
"1342",1984,"Egypt, Arab Rep.",1,3,-1.85568631859941,0,1,0,"Los Angeles"
"1556",1988,"Egypt, Arab Rep.",0,0,0.353661960606465,0,0,0,"Seoul"
"1770",1992,"Egypt, Arab Rep.",0,1,-1.44687669680501,0,0,0,"Barcelona"
"1984",1996,"Egypt, Arab Rep.",0,1,-0.883338323496748,0,0,0,"Atlanta"
"2198",2000,"Egypt, Arab Rep.",0,1,-1.42727453354783,0,0,0,"Sydney"
"2412",2004,"Egypt, Arab Rep.",5,1,4.16428368500193,1,1,3,"Athina"
"2626",2008,"Egypt, Arab Rep.",1,6,-4.72555587794748,0,0,1,"Beijing"
